species_id,park_code,park_name,order,family,scientific_name,common_names,raptor_group,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected,raptor_sci_fam,is_raptor
CAVE-1162,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Calidris pusilla,Semipalmated Sandpiper,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1163,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Gallinago delicata,Wilson's Snipe,N/A,Approved,Present,Native,Unknown,Migratory,Least Concern,False,,False
CAVE-1164,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Limnodromus scolopaceus,Long-Billed Dowitcher,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1165,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Numenius americanus,Long-Billed Curlew,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1166,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Phalaropus lobatus,Red-Necked Phalarope,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1167,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Phalaropus tricolor,Wilson's Phalarope,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1168,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Scolopax minor,American Woodcock,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1169,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1170,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1171,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Catoptrophorus semipalmatus,Willet,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1172,CAVE,Carlsbad Caverns,Charadriiformes,Scolopacidae,Tringa solitaria,Solitary Sandpiper,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1173,CAVE,Carlsbad Caverns,Columbiformes,Columbidae,Columba livia,Rock Pigeon,N/A,Approved,Present,Not Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1174,CAVE,Carlsbad Caverns,Columbiformes,Columbidae,Columbina inca,Inca Dove,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1175,CAVE,Carlsbad Caverns,Columbiformes,Columbidae,Columbina passerina,Common Ground-Dove,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1176,CAVE,Carlsbad Caverns,Columbiformes,Columbidae,Columbina talpacoti,Ruddy Ground-Dove,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1177,CAVE,Carlsbad Caverns,Columbiformes,Columbidae,Patagioenas fasciata,Band-Tailed Pigeon,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1178,CAVE,Carlsbad Caverns,Columbiformes,Columbidae,Streptopelia decaocto,Eurasian Collared-Dove,N/A,Approved,Present,Not Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1179,CAVE,Carlsbad Caverns,Columbiformes,Columbidae,Streptopelia risoria,Ringed Turtle-Dove,N/A,Approved,Not Confirmed,Not Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1180,CAVE,Carlsbad Caverns,Columbiformes,Columbidae,Zenaida asiatica,White-Winged Dove,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
CAVE-1181,CAVE,Carlsbad Caverns,Columbiformes,Columbidae,Zenaida macroura,Mourning Dove,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
CAVE-1182,CAVE,Carlsbad Caverns,Coraciiformes,Alcedinidae,Ceryle alcyon,Belted Kingfisher,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1183,CAVE,Carlsbad Caverns,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,N/A,Approved,Present,Native,Unknown,Breeder,Threatened,True,,False
CAVE-1184,CAVE,Carlsbad Caverns,Cuculiformes,Cuculidae,Coccyzus erythropthalmus,Black-Billed Cuckoo,N/A,Approved,Present,Native,Unknown,Vagrant,Species of Concern,True,,False
CAVE-1185,CAVE,Carlsbad Caverns,Cuculiformes,Cuculidae,Crotophaga sulcirostris,Groove-Billed Ani,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1186,CAVE,Carlsbad Caverns,Cuculiformes,Cuculidae,Geococcyx californianus,Greater Roadrunner,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
CAVE-1187,CAVE,Carlsbad Caverns,Falconiformes,Falconidae,Falco columbarius,Merlin,Falcon,Approved,Present,Native,Unknown,Vagrant,Species of Concern,True,Falconidae,True
CAVE-1188,CAVE,Carlsbad Caverns,Falconiformes,Falconidae,Falco mexicanus,Prairie Falcon,Falcon,Approved,Present,Native,Unknown,Breeder,Species of Concern,True,Falconidae,True
CAVE-1189,CAVE,Carlsbad Caverns,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Falcon,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,Falconidae,True
CAVE-1190,CAVE,Carlsbad Caverns,Falconiformes,Falconidae,Falco sparverius,American Kestrel,Kestrel,Approved,Present,Native,Unknown,Breeder,Least Concern,False,Falconidae,True
CAVE-1191,CAVE,Carlsbad Caverns,Galliformes,Odontophoridae,Callipepla squamata,Scaled Quail,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1192,CAVE,Carlsbad Caverns,Galliformes,Odontophoridae,Colinus virginianus,Northern Bobwhite,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1193,CAVE,Carlsbad Caverns,Galliformes,Odontophoridae,Cyrtonyx montezumae,Montezuma Quail,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1194,CAVE,Carlsbad Caverns,Galliformes,Phasianidae,Meleagris gallopavo,Wild Turkey,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
CAVE-1195,CAVE,Carlsbad Caverns,Galliformes,Phasianidae,Phasianus colchicus,Ring-Necked Pheasant,N/A,Approved,Present,Not Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1196,CAVE,Carlsbad Caverns,Galliformes,Phasianidae,Tympanuchus pallidicinctus,Lesser Prairie-Chicken,N/A,Approved,Present,Native,Unknown,Vagrant,Threatened,True,,False
CAVE-1197,CAVE,Carlsbad Caverns,Gruiformes,Gruidae,Grus canadensis,Sandhill Crane,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1198,CAVE,Carlsbad Caverns,Gruiformes,Rallidae,Fulica americana,American Coot,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1199,CAVE,Carlsbad Caverns,Gruiformes,Rallidae,Gallinula chloropus,Common Moorhen,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1200,CAVE,Carlsbad Caverns,Gruiformes,Rallidae,Porzana carolina,Sora,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1201,CAVE,Carlsbad Caverns,Gruiformes,Rallidae,Rallus limicola,Virginia Rail,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1202,CAVE,Carlsbad Caverns,Passeriformes,Aegithalidae,Psaltriparus minimus,Bushtit,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
CAVE-1203,CAVE,Carlsbad Caverns,Passeriformes,Alaudidae,Eremophila alpestris,Horned Lark,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1204,CAVE,Carlsbad Caverns,Passeriformes,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1205,CAVE,Carlsbad Caverns,Passeriformes,Calcariidae,Calcarius mccownii,Mccown's Longspur,N/A,Approved,Present,Native,Unknown,Vagrant,Species of Concern,True,,False
CAVE-1206,CAVE,Carlsbad Caverns,Passeriformes,Calcariidae,Calcarius ornatus,Chestnut-Collared Longspur,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1207,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Cardinalis cardinalis,Northern Cardinal,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1208,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Cardinalis sinuatus,Pyrrhuloxia,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1209,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Passerina amoena,Lazuli Bunting,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1210,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Passerina caerulea,Blue Grosbeak,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1211,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Passerina ciris,Painted Bunting,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1212,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Passerina cyanea,Indigo Bunting,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1213,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Passerina versicolor,Varied Bunting,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
CAVE-1214,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-Breasted Grosbeak,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1215,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Pheucticus melanocephalus,Black-Headed Grosbeak,N/A,Approved,Present,Native,Unknown,Migratory,Least Concern,False,,False
CAVE-1216,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Piranga flava,Hepatic Tanager,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
CAVE-1217,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Piranga ludoviciana,Western Tanager,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1218,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Piranga olivacea,Scarlet Tanager,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1219,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1220,CAVE,Carlsbad Caverns,Passeriformes,Cardinalidae,Spiza americana,Dickcissel,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1221,CAVE,Carlsbad Caverns,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1222,CAVE,Carlsbad Caverns,Passeriformes,Cinclidae,Cinclus mexicanus,American Dipper,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1223,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Aphelocoma californica,Western Scrub-Jay,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1224,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Corvus brachyrhynchos,American Crow,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1225,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Corvus corax,Common Raven,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1226,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Corvus cryptoleucus,Chihuahuan Raven,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1227,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Cyanocitta cristata,Blue Jay,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1228,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Cyanocitta stelleri,Steller's Jay,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1229,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1230,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Nucifraga columbiana,Clark's Nutcracker,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1231,CAVE,Carlsbad Caverns,Passeriformes,Corvidae,Pica hudsonia,Black-Billed Magpie,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1232,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Aimophila cassinii,Cassin's Sparrow,N/A,Approved,Present,Native,Unknown,Resident,Species of Concern,True,,False
CAVE-1233,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Aimophila ruficeps,Rufous-Crowned Sparrow,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1234,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Ammodramus bairdii,Baird's Sparrow,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1235,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Ammodramus leconteii,Le Conte's Sparrow,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1236,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1237,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Amphispiza belli,Sage Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1238,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Amphispiza bilineata,Black-Throated Sparrow,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1239,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Calamospiza melanocorys,Lark Bunting,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1240,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Chondestes grammacus,Lark Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1241,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Junco hyemalis,Dark-Eyed Junco,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1242,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Melospiza georgiana,Swamp Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1243,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1244,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1245,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1246,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1247,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1248,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Pipilo erythrophthalmus,"Eastern Towhee, Rufous-Sided Towhee",N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1249,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Pipilo fuscus,Canyon Towhee,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1250,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Pipilo maculatus,Spotted Towhee,N/A,Approved,Present,Native,Unknown,Migratory,Least Concern,False,,False
CAVE-1251,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1252,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Spizella arborea,American Tree Sparrow,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1253,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Spizella atrogularis,Black-Chinned Sparrow,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1254,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1255,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Spizella pallida,Clay-Colored Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1256,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1257,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Spizella pusilla,Field Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1258,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Zonotrichia albicollis,White-Throated Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1259,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Zonotrichia atricapilla,Golden-Crowned Sparrow,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1260,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-Crowned Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1261,CAVE,Carlsbad Caverns,Passeriformes,Emberizidae,Zonotrichia querula,Harris's Sparrow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1262,CAVE,Carlsbad Caverns,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1263,CAVE,Carlsbad Caverns,Passeriformes,Fringillidae,Carduelis psaltria,Lesser Goldfinch,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
CAVE-1264,CAVE,Carlsbad Caverns,Passeriformes,Fringillidae,Carduelis tristis,American Goldfinch,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1265,CAVE,Carlsbad Caverns,Passeriformes,Fringillidae,Carpodacus cassinii,Cassin's Finch,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1266,CAVE,Carlsbad Caverns,Passeriformes,Fringillidae,Carpodacus mexicanus,House Finch,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
CAVE-1267,CAVE,Carlsbad Caverns,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1268,CAVE,Carlsbad Caverns,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,N/A,Approved,Present,Native,Unknown,Vagrant,Least Concern,False,,False
CAVE-1269,CAVE,Carlsbad Caverns,Passeriformes,Fringillidae,Loxia curvirostra,Red Crossbill,N/A,Approved,Present,Native,Unknown,Vagrant,Species of Concern,True,,False
CAVE-1270,CAVE,Carlsbad Caverns,Passeriformes,Hirundinidae,Hirundo rustica,Barn Swallow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1271,CAVE,Carlsbad Caverns,Passeriformes,Hirundinidae,Petrochelidon fulva,Cave Swallow,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
CAVE-1272,CAVE,Carlsbad Caverns,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1273,CAVE,Carlsbad Caverns,Passeriformes,Hirundinidae,Progne subis,Purple Martin,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1274,CAVE,Carlsbad Caverns,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,N/A,Approved,Present,Native,Unknown,Breeder,Species of Concern,True,,False
CAVE-1275,CAVE,Carlsbad Caverns,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1276,CAVE,Carlsbad Caverns,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,N/A,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
CAVE-1277,CAVE,Carlsbad Caverns,Passeriformes,Hirundinidae,Tachycineta thalassina,Violet-Green Swallow,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1278,CAVE,Carlsbad Caverns,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,N/A,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
CAVE-1279,CAVE,Carlsbad Caverns,Passeriformes,Icteridae,Dolichonyx oryzivorus,Bobolink,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1280,CAVE,Carlsbad Caverns,Passeriformes,Icteridae,Euphagus carolinus,Rusty Blackbird,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1281,CAVE,Carlsbad Caverns,Passeriformes,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,N/A,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
CAVE-1282,CAVE,Carlsbad Caverns,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,N/A,Approved,Present,Native,Unknown,Breeder,Least Concern,False,,False
