species_code,order,family,scientific_name,common_name,raptor_group
0777,Suliformes,Phalacrocoracidae,Phalacrocorax auritus floridanus,Double-Crested Cormorant (floridanus subspecies),N/A
0778,Suliformes,Phalacrocoracidae,Phalacrocorax brasilianus,Neotropic Cormorant,N/A
0779,Suliformes,Phalacrocoracidae,Phalacrocorax carbo,Great Cormorant,N/A
0780,Suliformes,Phalacrocoracidae,Phalacrocorax pelagicus,Pelagic Cormorant,N/A
0781,Suliformes,Phalacrocoracidae,Phalacrocorax pelagicus resplendens,Pelagic Cormorant (resplendens subspecies),N/A
0782,Suliformes,Phalacrocoracidae,Phalacrocorax penicillatus,Brandt's Cormorant,N/A
0783,Suliformes,Phalacrocoracidae,Phalacrocorax urile,Red-Faced Cormorant,N/A
0784,Caprimulgiformes,Caprimulgidae,Phalaenoptilus nuttallii,Common Poorwill,N/A
0785,Caprimulgiformes,Caprimulgidae,Phalaenoptilus nuttallii californicus,Common Poorwill (californicus subspecies),N/A
0786,Caprimulgiformes,Caprimulgidae,Phalaenoptilus nuttallii nuttallii,Common Poorwill (nuttallii subspecies),N/A
0787,Charadriiformes,Scolopacidae,Phalaropus fulicaria,Red Phalarope,N/A
0788,Charadriiformes,Scolopacidae,Phalaropus lobatus,Red-Necked Phalarope,N/A
0789,Charadriiformes,Scolopacidae,Phalaropus tricolor,Wilson's Phalarope,N/A
0790,Galliformes,Phasianidae,Phasianus colchicus,Ring-Necked Pheasant,N/A
0791,Galliformes,Phasianidae,Phasianus versicolor,Green Pheasant,N/A
0792,Passeriformes,Cardinalidae,Pheucticus ludovicianus,Rose-Breasted Grosbeak,N/A
0793,Passeriformes,Cardinalidae,Pheucticus melanocephalus,Black-Headed Grosbeak,N/A
0794,Passeriformes,Cardinalidae,Pheucticus melanocephalus melanocephalus,Black-Headed Grosbeak (melanocephalus subspecies),N/A
0795,Charadriiformes,Scolopacidae,Philomachus pugnax,Ruff,N/A
0796,Procellariiformes,Diomedeidae,Phoebastria albatrus,Short-Tailed Albatross,N/A
0797,Procellariiformes,Diomedeidae,Phoebastria nigripes,Black-Footed Albatross,N/A
0798,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus ruber,"American Flamingo, Greater Flamingo",N/A
0799,Passeriformes,Phylloscopidae,Phylloscopus borealis,Arctic Warbler,N/A
0800,Passeriformes,Corvidae,Pica hudsonia,Black-Billed Magpie,N/A
0801,Passeriformes,Corvidae,Pica nuttalli,Yellow-Billed Magpie,N/A
0802,Piciformes,Picidae,Picoides albolarvatus,White-Headed Woodpecker,N/A
0803,Piciformes,Picidae,Picoides arcticus,Black-Backed Woodpecker,N/A
0804,Piciformes,Picidae,Picoides arizonae,Arizona Woodpecker,N/A
0805,Piciformes,Picidae,Picoides borealis,Red-Cockaded Woodpecker,N/A
0806,Piciformes,Picidae,Picoides dorsalis,American Three-Toed Woodpecker,N/A
0807,Piciformes,Picidae,Picoides dorsalis fasciatus,American Three-Toed Woodpecker (fasciatus subspecies),N/A
0808,Piciformes,Picidae,Picoides nuttallii,Nuttall's Woodpecker,N/A
0809,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,N/A
0810,Piciformes,Picidae,Picoides pubescens leucurus,Downy Woodpecker (leucurus subspecies),N/A
0811,Piciformes,Picidae,Picoides scalaris,Ladder-Backed Woodpecker,N/A
0812,Piciformes,Picidae,Picoides stricklandi,Strickland's Woodpecker,N/A
0813,Piciformes,Picidae,Picoides tridactylus,Three-Toed Woodpecker,N/A
0814,Piciformes,Picidae,Picoides tridactylus dorsalis,Three-Toed Woodpecker (dorsalis subspecies),N/A
0815,Piciformes,Picidae,Picoides tridactylus fasciatus,Three-Toed Woodpecker (fasciatus subspecies),N/A
0816,Piciformes,Picidae,Picoides villosus,Hairy Woodpecker,N/A
0817,Piciformes,Picidae,Picoides villosus leucothorectis,Hairy Woodpecker (leucothorectis subspecies),N/A
0818,Piciformes,Picidae,Picoides villosus monticola,Hairy Woodpecker (monticola subspecies),N/A
0819,Charadriiformes,Alcidae,Pinguinus impennis,Great Auk,N/A
0820,Passeriformes,Fringillidae,Pinicola enucleator,Pine Grosbeak,N/A
0821,Passeriformes,Fringillidae,Pinicola enucleator montana,Pine Grosbeak (montana subspecies),N/A
0822,Passeriformes,Emberizidae,Pipilo chlorurus,Green-Tailed Towhee,N/A
0823,Passeriformes,Emberizidae,Pipilo crissalis,California Towhee,N/A
0824,Passeriformes,Emberizidae,Pipilo erythrophthalmus,"Eastern Towhee, Rufous-Sided Towhee",N/A
0825,Passeriformes,Emberizidae,Pipilo erythrophthalmus montanus,Eastern Towhee (montanus subspecies),N/A
0826,Passeriformes,Emberizidae,Pipilo fuscus,Canyon Towhee,N/A
0827,Passeriformes,Emberizidae,Pipilo fuscus crissalis,Canyon Towhee (crissalis subspecies),N/A
0828,Passeriformes,Emberizidae,Pipilo fuscus mesoleucus,Canyon Towhee (mesoleucus subspecies),N/A
0829,Passeriformes,Emberizidae,Pipilo maculatus,Spotted Towhee,N/A
0830,Passeriformes,Emberizidae,Pipilo maculatus megalonyx,Spotted Towhee (megalonyx subspecies),N/A
0831,Passeriformes,Emberizidae,Pipilo maculatus montanus,Spotted Towhee (montanus subspecies),N/A
0832,Passeriformes,Emberizidae,Pipilo maculatus oregonus,Spotted Towhee (oregonus subspecies),N/A
0833,Passeriformes,Cardinalidae,Piranga bidentata,Flame-Colored Tanager,N/A
0834,Passeriformes,Cardinalidae,Piranga flava,Hepatic Tanager,N/A
0835,Passeriformes,Cardinalidae,Piranga ludoviciana,Western Tanager,N/A
0836,Passeriformes,Cardinalidae,Piranga olivacea,Scarlet Tanager,N/A
0837,Passeriformes,Cardinalidae,Piranga rubra,Summer Tanager,N/A
0838,Passeriformes,Cardinalidae,Piranga rubra rubra,Summer Tanager (rubra subspecies),N/A
0839,Passeriformes,Tyrannidae,Pitangus sulphuratus,Great Kiskadee,N/A
0840,Pelecaniformes,Threskiornithidae,Platalea ajaja,Roseate Spoonbill,N/A
0841,Passeriformes,Calcariidae,Plectrophenax hyperboreus,Mckay's Bunting,N/A
0842,Passeriformes,Calcariidae,Plectrophenax nivalis,Snow Bunting,N/A
0843,Passeriformes,Calcariidae,Plectrophenax nivalis nivalis,Snow Bunting (nivalis subspecies),N/A
0844,Pelecaniformes,Threskiornithidae,Plegadis chihi,White-Faced Ibis,N/A
0845,Pelecaniformes,Threskiornithidae,Plegadis falcinellus,Glossy Ibis,N/A
0846,Charadriiformes,Charadriidae,Pluvialis dominica,American Golden-Plover,N/A
0847,Charadriiformes,Charadriidae,Pluvialis dominica dominica,American Golden-Plover (dominica subspecies),N/A
0848,Charadriiformes,Charadriidae,Pluvialis fulva,Pacific Golden-Plover,N/A
0849,Charadriiformes,Charadriidae,Pluvialis squatarola,Black-Bellied Plover,N/A
0850,Podicipediformes,Podicipedidae,Podiceps auritus,Horned Grebe,N/A
0851,Podicipediformes,Podicipedidae,Podiceps grisegena,Red-Necked Grebe,N/A
0852,Podicipediformes,Podicipedidae,Podiceps nigricollis,Eared Grebe,N/A
0853,Podicipediformes,Podicipedidae,Podilymbus podiceps,Pied-Billed Grebe,N/A
0854,Podicipediformes,Podicipedidae,Podilymbus podiceps podiceps,Pied-Billed Grebe (podiceps subspecies),N/A
0855,Passeriformes,Paridae,Poecile atricapillus,Black-Capped Chickadee,N/A
0856,Passeriformes,Paridae,Poecile atricapillus occidentalis,Black-Capped Chickadee (occidentalis subspecies),N/A
0857,Passeriformes,Paridae,Poecile carolinensis,Carolina Chickadee,N/A
0858,Passeriformes,Paridae,Poecile cinctus,Gray-Headed Chickadee,N/A
0859,Passeriformes,Paridae,Poecile gambeli,Mountain Chickadee,N/A
0860,Passeriformes,Paridae,Poecile gambeli baileyae,Mountain Chickadee (baileyae subspecies),N/A
0861,Passeriformes,Paridae,Poecile gambeli gambeli,Mountain Chickadee (gambeli subspecies),N/A
0862,Passeriformes,Paridae,Poecile gambeli inyoensis,Mountain Chickadee (inyoensis subspecies),N/A
0863,Passeriformes,Paridae,Poecile hudsonica,Boreal Chickadee,N/A
0864,Passeriformes,Paridae,Poecile rufescens,Chestnut-Backed Chickadee,N/A
0865,Passeriformes,Paridae,Poecile rufescens rufescens,Chestnut-Backed Chickadee (rufescens subspecies),N/A
0866,Passeriformes,Polioptilidae,Polioptila caerulea,Blue-Gray Gnatcatcher,N/A
0867,Passeriformes,Polioptilidae,Polioptila caerulea amoenissima,Blue-Gray Gnatcatcher (amoenissima subspecies),N/A
0868,Passeriformes,Polioptilidae,Polioptila caerulea caerulea,Blue-Gray Gnatcatcher (caerulea subspecies),N/A
0869,Passeriformes,Polioptilidae,Polioptila caerulea obscura,Blue-Gray Gnatcatcher (obscura subspecies),N/A
0870,Passeriformes,Polioptilidae,Polioptila californica,California Gnatcatcher,N/A
0871,Passeriformes,Polioptilidae,Polioptila melanura,Black-Tailed Gnatcatcher,N/A
0872,Passeriformes,Polioptilidae,Polioptila plumbea,Tropical Gnatcatcher,N/A
0873,Anseriformes,Anatidae,Polysticta stelleri,Steller's Eider,N/A
0874,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow,N/A
0875,Passeriformes,Emberizidae,Pooecetes gramineus confinis,Vesper Sparrow (confinis subspecies),N/A
0876,Gruiformes,Rallidae,Porphyrio martinica,Purple Gallinule,N/A
0877,Gruiformes,Rallidae,Porzana carolina,Sora,N/A
0878,Gruiformes,Rallidae,Porzana sandwichensis,"Moho, Hawaiian Rail",N/A
0879,Passeriformes,Hirundinidae,Progne subis,Purple Martin,N/A
0880,Passeriformes,Hirundinidae,Progne subis hesperia,Purple Martin (hesperia subspecies),N/A
0881,Passeriformes,Hirundinidae,Progne subis subis,Purple Martin (subis subspecies),N/A
0882,Passeriformes,Parulidae,Protonotaria citrea,Prothonotary Warbler,N/A
0883,Passeriformes,Aegithalidae,Psaltriparus minimus,Bushtit,N/A
0884,Passeriformes,Aegithalidae,Psaltriparus minimus californicus,Bushtit (californicus subspecies),N/A
0885,Passeriformes,Aegithalidae,Psaltriparus minimus plumbeus,Bushtit (plumbeus subspecies),N/A
0886,Passeriformes,Fringillidae,Pseudonestor xanthophrys,Maui Parrotbill,N/A
0887,Psittaciformes,Psittacidae,Psittacula krameri,Rose-Ringed Parakeet,N/A
0888,Passeriformes,Fringillidae,Psittirostra psittacea,ʻOʻU,N/A
0889,Galliformes,Phasianidae,Pternistis adspersus,Red-Billed Francolin,N/A
0890,Procellariiformes,Procellariidae,Pterodroma hasitata,Black-Capped Petrel,N/A
0891,Procellariiformes,Procellariidae,Pterodroma inexpectata,Mottled Petrel,N/A
0892,Procellariiformes,Procellariidae,Pterodroma sandwichensis,"ʻUaʻU, Hawaiian Petrel",N/A
0893,Procellariiformes,Procellariidae,Pterodroma ultima,Murphy's Petrel,N/A
0894,Charadriiformes,Alcidae,Ptychoramphus aleuticus,Cassin's Auklet,N/A
0895,Procellariiformes,Procellariidae,Puffinus auricularis newelli,"'A'O, Newell's Shearwater",N/A
0896,Procellariiformes,Procellariidae,Puffinus bulleri,Buller's Shearwater,N/A
0897,Procellariiformes,Procellariidae,Puffinus carneipes,Flesh-Footed Shearwater,N/A
0898,Procellariiformes,Procellariidae,Puffinus creatopus,Pink-Footed Shearwater,N/A
0899,Procellariiformes,Procellariidae,Puffinus gravis,Greater Shearwater,N/A
0900,Procellariiformes,Procellariidae,Puffinus griseus,Sooty Shearwater,N/A
0901,Procellariiformes,Procellariidae,Puffinus lherminieri,Audubon's Shearwater,N/A
0902,Procellariiformes,Procellariidae,Puffinus lherminieri lherminieri,Audubon's Shearwater (lherminieri subspecies),N/A
0903,Procellariiformes,Procellariidae,Puffinus opisthomelas,Black-Vented Shearwater,N/A
0904,Procellariiformes,Procellariidae,Puffinus pacificus,"UaʻU Kani, Wedge-Tailed Shearwater",N/A
0905,Procellariiformes,Procellariidae,Puffinus puffinus,Manx Shearwater,N/A
0906,Procellariiformes,Procellariidae,Puffinus tenuirostris,Short-Tailed Shearwater,N/A
0907,Passeriformes,Tyrannidae,Pyrocephalus rubinus,Vermilion Flycatcher,N/A
0908,Passeriformes,Icteridae,Quiscalus major,Boat-Tailed Grackle,N/A
0909,Passeriformes,Icteridae,Quiscalus mexicanus,Great-Tailed Grackle,N/A
0910,Passeriformes,Icteridae,Quiscalus quiscula,Common Grackle,N/A
0911,Gruiformes,Rallidae,Rallus elegans,King Rail,N/A
0912,Gruiformes,Rallidae,Rallus elegans elegans,King Rail (elegans subspecies),N/A
0913,Gruiformes,Rallidae,Rallus limicola,Virginia Rail,N/A
0914,Gruiformes,Rallidae,Rallus longirostris,Clapper Rail,N/A
0915,Gruiformes,Rallidae,Rallus longirostris crepitans,Clapper Rail (crepitans subspecies),N/A
0916,Gruiformes,Rallidae,Rallus longirostris yumanensis,Clapper Rail (yumanensis subspecies),N/A
0917,Charadriiformes,Recurvirostridae,Recurvirostra americana,American Avocet,N/A
0918,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet,N/A
0919,Passeriformes,Regulidae,Regulus calendula calendula,Ruby-Crowned Kinglet (calendula subspecies),N/A
0920,Passeriformes,Regulidae,Regulus calendula cineraceus,Ruby-Crowned Kinglet (cineraceus subspecies),N/A
0921,Passeriformes,Regulidae,Regulus calendula grinnelli,Ruby-Crowned Kinglet (grinnelli subspecies),N/A
0922,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet,N/A
0923,Passeriformes,Regulidae,Regulus satrapa amoenus,Golden-Crowned Kinglet (amoenus subspecies),N/A
0924,Passeriformes,Regulidae,Regulus satrapa olivaceus,Golden-Crowned Kinglet (olivaceus subspecies),N/A
0925,Passeriformes,Regulidae,Regulus satrapa satrapa,Golden-Crowned Kinglet (satrapa subspecies),N/A
0926,Passeriformes,Fringillidae,Rhodacanthis palmeri,Greater Koa-Finch,N/A
0927,Charadriiformes,Laridae,Rhodostethia rosea,Ross's Gull,N/A
0928,Passeriformes,Turdidae,Ridgwayia pinicola,Aztec Thrush,N/A
0929,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,N/A
0930,Passeriformes,Hirundinidae,Riparia riparia riparia,Bank Swallow (riparia subspecies),N/A
0931,Charadriiformes,Laridae,Rissa brevirostris,Red-Legged Kittiwake,N/A
0932,Charadriiformes,Laridae,Rissa tridactyla,Black-Legged Kittiwake,N/A
0933,Accipitriformes,Accipitridae,Rostrhamus sociabilis,Snail Kite,Kite
0934,Accipitriformes,Accipitridae,Rostrhamus sociabilis plumbeus,Everglade Snail Kite,Kite
0935,Charadriiformes,Laridae,Rynchops niger,Black Skimmer,N/A
0936,Passeriformes,Troglodytidae,Salpinctes obsoletus,Rock Wren,N/A
0937,Passeriformes,Troglodytidae,Salpinctes obsoletus obsoletus,Rock Wren (obsoletus subspecies),N/A
0938,Passeriformes,Tyrannidae,Sayornis nigricans,Black Phoebe,N/A
0939,Passeriformes,Tyrannidae,Sayornis phoebe,Eastern Phoebe,N/A
0940,Passeriformes,Tyrannidae,Sayornis saya,Say's Phoebe,N/A
0941,Passeriformes,Tyrannidae,Sayornis saya saya,Say's Phoebe (saya subspecies),N/A
0942,Charadriiformes,Scolopacidae,Scolopax minor,American Woodcock,N/A
0943,Passeriformes,Parulidae,Seiurus aurocapilla,Ovenbird,N/A
0944,Passeriformes,Parulidae,Seiurus motacilla,Louisiana Waterthrush,N/A
0945,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush,N/A
0946,Passeriformes,Parulidae,Seiurus noveboracensis notabilis,Northern Waterthrush (notabilis subspecies),N/A
0947,Apodiformes,Trochilidae,Selasphorus platycercus,Broad-Tailed Hummingbird,N/A
0948,Apodiformes,Trochilidae,Selasphorus platycercus platycercus,Broad-Tailed Hummingbird (platycercus subspecies),N/A
0949,Apodiformes,Trochilidae,Selasphorus rufus,Rufous Hummingbird,N/A
0950,Apodiformes,Trochilidae,Selasphorus sasin,Allen's Hummingbird,N/A
0951,Passeriformes,Parulidae,Setophaga aestiva,American Yellow Warbler,N/A
0952,Passeriformes,Parulidae,Setophaga aestiva morcomi,American Yellow Warbler (morcomi subspecies),N/A
0953,Passeriformes,Parulidae,Setophaga auduboni auduboni,Yellow-Rumped Warbler,N/A
0954,Passeriformes,Parulidae,Setophaga coronata auduboni,Audubon's Warbler,N/A
0955,Passeriformes,Parulidae,Setophaga coronata coronata,Myrtle Warbler (Yellow-Rumped),N/A
0956,Passeriformes,Parulidae,Setophaga nigrescens halseii,Black-Throated Gray Warbler,N/A
0957,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,N/A
0958,Passeriformes,Turdidae,Sialia currucoides,Mountain Bluebird,N/A
0959,Passeriformes,Turdidae,Sialia mexicana,Western Bluebird,N/A
0960,Passeriformes,Turdidae,Sialia mexicana bairdi,Western Bluebird (bairdi subspecies),N/A
0961,Passeriformes,Turdidae,Sialia mexicana occidentalis,Western Bluebird (occidentalis subspecies),N/A
0962,Passeriformes,Turdidae,Sialia sialis,Eastern Bluebird,N/A
0963,Passeriformes,Turdidae,Sialia sialis sialis,Eastern Bluebird (sialis subspecies),N/A
0964,Passeriformes,Thraupidae,Sicalis flaveola,Saffron Finch,N/A
0965,Passeriformes,Sittidae,Sitta canadensis,Red-Breasted Nuthatch,N/A
0966,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,N/A
0967,Passeriformes,Sittidae,Sitta carolinensis aculeata,White-Breasted Nuthatch (aculeata subspecies),N/A
0968,Passeriformes,Sittidae,Sitta carolinensis carolinensis,White-Breasted Nuthatch (carolinensis subspecies),N/A
0969,Passeriformes,Sittidae,Sitta carolinensis nelsoni,White-Breasted Nuthatch (nelsoni subspecies),N/A
0970,Passeriformes,Sittidae,Sitta pusilla,Brown-Headed Nuthatch,N/A
0971,Passeriformes,Sittidae,Sitta pygmaea,Pygmy Nuthatch,N/A
0972,Passeriformes,Sittidae,Sitta pygmaea melanotis,Pygmy Nuthatch (melanotis subspecies),N/A
0973,Anseriformes,Anatidae,Somateria mollissima,Common Eider,N/A
0974,Anseriformes,Anatidae,Somateria spectabilis,King Eider,N/A
0975,Anseriformes,Anatidae,Spatula clypeata,"Shoveller, Spoonbill Duck",N/A
0976,Piciformes,Picidae,Sphyrapicus nuchalis,Red-Naped Sapsucker,N/A
0977,Piciformes,Picidae,Sphyrapicus ruber,Red-Breasted Sapsucker,N/A
0978,Piciformes,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,N/A
0979,Piciformes,Picidae,Sphyrapicus thyroideus nataliae,Williamson's Sapsucker (nataliae subspecies),N/A
0980,Piciformes,Picidae,Sphyrapicus varius,Yellow-Bellied Sapsucker,N/A
0981,Piciformes,Picidae,Sphyrapicus varius daggetti,Yellow-Bellied Sapsucker (daggetti subspecies),N/A
0982,Passeriformes,Thraupidae,Spindalis zena,"Stripe-Headed Tanager, Western Spindalis",N/A
0983,Passeriformes,Fringillidae,Spinus pinus pinus,Pine Siskin,N/A
0984,Passeriformes,Fringillidae,Spinus psaltria arizonae,Lesser Goldfinch (arizonae subspecies),N/A
0985,Passeriformes,Fringillidae,Spinus psaltria hesperophilus,Lesser Goldfinch,N/A
0986,Passeriformes,Cardinalidae,Spiza americana,Dickcissel,N/A
0987,Passeriformes,Emberizidae,Spizella arborea,American Tree Sparrow,N/A
0988,Passeriformes,Emberizidae,Spizella arborea arborea,American Tree Sparrow (arborea subspecies),N/A
0989,Passeriformes,Emberizidae,Spizella atrogularis,Black-Chinned Sparrow,N/A
0990,Passeriformes,Emberizidae,Spizella breweri,Brewer's Sparrow,N/A
0991,Passeriformes,Emberizidae,Spizella breweri breweri,Brewer's Sparrow (breweri subspecies),N/A
0992,Passeriformes,Emberizidae,Spizella pallida,Clay-Colored Sparrow,N/A
0993,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow,N/A
0994,Passeriformes,Emberizidae,Spizella passerina arizonae,Chipping Sparrow (arizonae subspecies),N/A
0995,Passeriformes,Emberizidae,Spizella passerina passerina,Chipping Sparrow (passerina subspecies),N/A
0996,Passeriformes,Emberizidae,Spizella pusilla,Field Sparrow,N/A
0997,Passeriformes,Emberizidae,Spizella pusilla pusilla,Field Sparrow (pusilla subspecies),N/A
0998,Charadriiformes,Charadriidae,Squatarola squatarola,"Black Bellied Plover, Silver Plover",N/A
0999,Passeriformes,Hirundinidae,Stelgidopteryx ruficollis,Southern Rough-Winged Swallow,N/A
1000,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,N/A
1001,Apodiformes,Trochilidae,Stellula calliope,Calliope Hummingbird,N/A
1002,Charadriiformes,Stercorariidae,Stercorarius longicaudus,Long-Tailed Jaeger,N/A
1003,Charadriiformes,Stercorariidae,Stercorarius maccormicki,South Polar Skua,N/A
1004,Charadriiformes,Stercorariidae,Stercorarius parasiticus,Parasitic Jaeger,N/A
1005,Charadriiformes,Stercorariidae,Stercorarius pomarinus,Pomarine Jaeger,N/A
1006,Charadriiformes,Laridae,Sterna anaethetus,Bridled Tern,N/A
1007,Charadriiformes,Laridae,Sterna antillarum,Least Tern,N/A
1008,Charadriiformes,Laridae,Sterna antillarum antillarum,Least Tern (antillarum subspecies),N/A
1009,Charadriiformes,Laridae,Sterna caspia,Caspian Tern,N/A
1010,Charadriiformes,Laridae,Sterna dougallii,Roseate Tern,N/A
1011,Charadriiformes,Laridae,Sterna elegans,Elegant Tern,N/A
1012,Charadriiformes,Laridae,Sterna forsteri,Forster's Tern,N/A
1013,Charadriiformes,Laridae,Sterna fuscata,Sooty Tern,N/A
1014,Charadriiformes,Laridae,Sterna hirundo,Common Tern,N/A
1015,Charadriiformes,Laridae,Sterna hirundo hirundo,Common Tern (hirundo subspecies),N/A
1016,Charadriiformes,Laridae,Sterna hirundo longipennis,Common Tern (longipennis subspecies),N/A
1017,Charadriiformes,Laridae,Sterna maxima,Royal Tern,N/A
1018,Charadriiformes,Laridae,Sterna nilotica,Gull-Billed Tern,N/A
1019,Charadriiformes,Laridae,Sterna paradisaea,Arctic Tern,N/A
1020,Charadriiformes,Laridae,Sterna sandvicensis,Sandwich Tern,N/A
1021,Columbiformes,Columbidae,Streptopelia chinensis,Spotted Dove,N/A
1022,Columbiformes,Columbidae,Streptopelia decaocto,Eurasian Collared-Dove,N/A
1023,Columbiformes,Columbidae,Streptopelia orientalis,Oriental Turtle-Dove,N/A
1024,Columbiformes,Columbidae,Streptopelia risoria,Ringed Turtle-Dove,N/A
1025,Columbiformes,Columbidae,Streptopelia roseogrisea,African Collared-Dove,N/A
1026,Apodiformes,Apodidae,Streptoprocne zonaris,White-Collared Swift,N/A
1027,Strigiformes,Strigidae,Strix nebulosa,Great Gray Owl,Owl
1028,Strigiformes,Strigidae,Strix nebulosa nebulosa,Great Gray Owl (nebulosa subspecies),Owl
1029,Strigiformes,Strigidae,Strix occidentalis,Spotted Owl,Owl
1030,Strigiformes,Strigidae,Strix occidentalis caurina,Northern Spotted Owl,Owl
1031,Strigiformes,Strigidae,Strix occidentalis lucida,Mexican Spotted Owl,Owl
1032,Strigiformes,Strigidae,Strix occidentalis occidentalis,California Spotted Owl,Owl
1033,Strigiformes,Strigidae,Strix pratincola,American Barn Owl,Owl
1034,Strigiformes,Strigidae,Strix varia,Barred Owl,Owl
1035,Strigiformes,Strigidae,Strix varia varia,Barred Owl (varia subspecies),Owl
1036,Passeriformes,Icteridae,Sturnella magna,Eastern Meadowlark,N/A
1037,Passeriformes,Icteridae,Sturnella magna argutula,Eastern Meadowlark (argutula subspecies),N/A
1038,Passeriformes,Icteridae,Sturnella neglecta,Western Meadowlark,N/A
1039,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,N/A
1040,Passeriformes,Sturnidae,Sturnus vulgaris vulgaris,European Starling (vulgaris subspecies),N/A
1041,Suliformes,Sulidae,Sula dactylatra,Masked Booby,N/A
1042,Suliformes,Sulidae,Sula leucogaster,Brown Booby,N/A
1043,Suliformes,Sulidae,Sula nebouxii,Blue-Footed Booby,N/A
1044,Suliformes,Sulidae,Sula sula,Red-Footed Booby,N/A
1045,Strigiformes,Strigidae,Surnia ulula,Northern Hawk Owl,Owl
1046,Charadriiformes,Alcidae,Synthliboramphus antiquus,Ancient Murrelet,N/A
1047,Charadriiformes,Alcidae,Synthliboramphus craveri,Craveri's Murrelet,N/A
1048,Charadriiformes,Alcidae,Synthliboramphus hypoleucus,"Xantus' Murrelet, Xantus's Murrelet",N/A
1049,Podicipediformes,Podicipedidae,Tachybaptus dominicus,Least Grebe,N/A
1050,Passeriformes,Hirundinidae,Tachycineta bicolor,Tree Swallow,N/A
1051,Passeriformes,Hirundinidae,Tachycineta cyaneoviridis,Bahama Swallow,N/A
1052,Passeriformes,Hirundinidae,Tachycineta thalassina,Violet-Green Swallow,N/A
1053,Passeriformes,Hirundinidae,Tachycineta thalassina lepida,Violet-Green Swallow (lepida subspecies),N/A
1054,Passeriformes,Hirundinidae,Tachycineta thalassina thalassina,Violet-Green Swallow (thalassina subspecies),N/A
1055,Passeriformes,Troglodytidae,Thryomanes bewickii,Bewick's Wren,N/A
1056,Passeriformes,Troglodytidae,Thryomanes bewickii altus,Bewick's Wren (altus subspecies),N/A
1057,Passeriformes,Troglodytidae,Thryomanes bewickii bewickii,Bewick's Wren (bewickii subspecies),N/A
1058,Passeriformes,Troglodytidae,Thryomanes bewickii calophonus,Bewick's Wren (calophonus subspecies),N/A
1059,Passeriformes,Troglodytidae,Thryomanes bewickii eremophilus,Bewick's Wren (eremophilus subspecies),N/A
1060,Passeriformes,Troglodytidae,Thryothorus ludovicianus,Carolina Wren,N/A
1061,Passeriformes,Troglodytidae,Thryothorus ludovicianus ludovicianus,Carolina Wren (ludovicianus subspecies),N/A
1062,Passeriformes,Thraupidae,Tiaris bicolor,Black-Faced Grassquit,N/A
1063,Passeriformes,Thraupidae,Tiaris olivaceus,Yellow-Faced Grassquit,N/A
1064,Passeriformes,Mimidae,Toxostoma bendirei,Bendire's Thrasher,N/A
1065,Passeriformes,Mimidae,Toxostoma crissale,Crissal Thrasher,N/A
1066,Passeriformes,Mimidae,Toxostoma curvirostre,Curve-Billed Thrasher,N/A
1067,Passeriformes,Mimidae,Toxostoma lecontei,Le Conte's Thrasher,N/A
1068,Passeriformes,Mimidae,Toxostoma longirostre,Long-Billed Thrasher,N/A
1069,Passeriformes,Mimidae,Toxostoma redivivum,California Thrasher,N/A
1070,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,N/A
1071,Charadriiformes,Scolopacidae,Tringa erythropus,Spotted Redshank,N/A
1072,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,N/A
1073,Charadriiformes,Scolopacidae,Tringa incana,Wandering Tattler,N/A
1074,Charadriiformes,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs,N/A
1075,Charadriiformes,Scolopacidae,Tringa solitaria,Solitary Sandpiper,N/A
1076,Charadriiformes,Scolopacidae,Tringa solitaria cinnamomea,Solitary Sandpiper (cinnamomea subspecies),N/A
1077,Charadriiformes,Scolopacidae,Tringa solitaria solitaria,Solitary Sandpiper (solitaria subspecies),N/A
1078,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren,N/A
1079,Passeriformes,Troglodytidae,Troglodytes aedon aztecus,House Wren (aztecus subspecies),N/A
1080,Passeriformes,Troglodytidae,Troglodytes aedon parkmani,House Wren (parkmani subspecies),N/A
1081,Passeriformes,Troglodytidae,Troglodytes aedon parkmanii,House Wren (parkmanii subspecies),N/A
1082,Passeriformes,Troglodytidae,Troglodytes pacificus,Pacific Wren,N/A
1083,Passeriformes,Troglodytidae,Troglodytes pacificus pacificus,Pacific Wren (pacificus subspecies),N/A
