park_code,species_code,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected,raptor_sci_fam,is_raptor
ACAD,0001,Approved,Present,Native,Uncommon,Unknown,Species of Concern,True,Accipitridae,True
ACAD,0002,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,Accipitridae,True
ACAD,0005,Approved,Present,Native,Common,Breeder,Species of Concern,True,Accipitridae,True
ACAD,0089,Approved,Present,Native,Occasional,Vagrant,Species of Concern,True,Accipitridae,True
ACAD,0156,Approved,Present,Native,Common,Breeder,Least Concern,False,Accipitridae,True
ACAD,0161,Approved,Present,Native,Uncommon,Resident,Species of Concern,True,Accipitridae,True
ACAD,0162,Approved,Present,Native,Occasional,Migratory,Species of Concern,True,Accipitridae,True
ACAD,0166,Approved,Present,Native,Common,Breeder,Least Concern,False,Accipitridae,True
ACAD,0169,Approved,Not Confirmed,Unknown,Unknown,Unknown,Least Concern,False,Accipitridae,True
ACAD,0294,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,Accipitridae,True
ACAD,0508,Approved,Present,Native,Common,Breeder,In Recovery,True,Accipitridae,True
ACAD,0234,Approved,Present,Native,Common,Unknown,Species of Concern,True,Cathartidae,True
ACAD,0724,Approved,Present,Native,Common,Unknown,Species of Concern,True,Pandionidae,True
ACAD,0030,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0052,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
ACAD,0053,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
ACAD,0055,Approved,Not Confirmed,Native,Unknown,Migratory,Least Concern,False,,False
ACAD,0056,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0059,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
ACAD,0061,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0062,Approved,Present,Unknown,Common,Breeder,Least Concern,False,,False
ACAD,0065,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0067,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0073,Approved,Present,Unknown,Occasional,Vagrant,Least Concern,False,,False
ACAD,0108,Approved,Not Confirmed,Unknown,Unknown,Migratory,Species of Concern,True,,False
ACAD,0109,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0110,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0112,Approved,Present,Native,Common,Resident,Least Concern,False,,False
ACAD,0113,Approved,Present,Not Native,Occasional,Vagrant,Least Concern,False,,False
ACAD,0133,Approved,Not Confirmed,Native,Unknown,Migratory,Least Concern,False,,False
ACAD,0134,Approved,Present,Unknown,Common,Unknown,Least Concern,False,,False
ACAD,0148,Approved,Present,Native,Abundant,Resident,Least Concern,False,,False
ACAD,0149,Approved,Present,Native,Common,Resident,Least Concern,False,,False
ACAD,0151,Approved,Not Confirmed,Unknown,Unknown,Unknown,Least Concern,False,,False
ACAD,0203,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
ACAD,0276,Approved,Present,Native,Occasional,Vagrant,Least Concern,False,,False
ACAD,0300,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD,0350,Approved,Not Confirmed,Unknown,Unknown,Vagrant,Least Concern,False,,False
ACAD,0523,Approved,Present,Native,Common,Resident,Least Concern,False,,False
ACAD,0606,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
ACAD,0629,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD,0630,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD,0631,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD,0648,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
ACAD,0650,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0719,Approved,Not Confirmed,Unknown,Unknown,Migratory,Least Concern,False,,False
ACAD,0973,Approved,Present,Native,Abundant,Resident,Least Concern,False,,False
ACAD,0974,Approved,Not Confirmed,Unknown,Unknown,Vagrant,Least Concern,False,,False
ACAD,0261,Approved,Present,Native,Common,Unknown,Least Concern,False,,False
ACAD,0093,Approved,Present,Native,Common,Unknown,Least Concern,False,,False
ACAD,0949,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD,0206,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0207,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0288,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0032,Approved,Not Confirmed,Unknown,Unknown,Unknown,Least Concern,False,,False
ACAD,0035,Approved,Not Confirmed,Unknown,Unknown,Unknown,Least Concern,False,,False
ACAD,0253,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0462,Approved,Not Confirmed,Unknown,Unknown,Resident,Species of Concern,True,,False
ACAD,0819,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False,,False
ACAD,1109,Approved,Not Present (Historical Report),Native,Unknown,Resident,Least Concern,False,,False
ACAD,1111,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD,0268,Approved,Not Confirmed,Native,Unknown,Migratory,Threatened,True,,False
ACAD,0271,Approved,Not Confirmed,Native,Unknown,Migratory,Least Concern,False,,False
ACAD,0272,Approved,Present,Native,Common,Unknown,Least Concern,False,,False
ACAD,0846,Approved,Not Confirmed,Native,Unknown,Migratory,Least Concern,False,,False
ACAD,0849,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
ACAD,0505,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD,0279,Approved,Not Confirmed,Native,Unknown,Migratory,Species of Concern,True,,False
ACAD,0566,Approved,Present,Native,Abundant,Resident,Least Concern,False,,False
ACAD,0568,Approved,Present,Native,Common,Resident,Species of Concern,True,,False
ACAD,0571,Approved,Present,Native,Common,Resident,Least Concern,False,,False
ACAD,0572,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0574,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD,0576,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD,0577,Approved,Present,Native,Abundant,Resident,Least Concern,False,,False
ACAD,0578,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0581,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD,0582,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0583,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0722,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0932,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD,0935,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD,1007,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1009,Approved,Not Confirmed,Not Native,Unknown,Migratory,Least Concern,False,,False
ACAD,1010,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD,1013,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1014,Approved,Present,Native,Common,Resident,Species of Concern,True,,False
ACAD,1017,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1019,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD,1163,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0917,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0009,Approved,Present,Native,Common,Unknown,Least Concern,False,,False
ACAD,0099,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
ACAD,0120,Approved,Present,Native,Rare,Migratory,Species of Concern,True,,False
ACAD,0180,Approved,Not Confirmed,Native,Unknown,Migratory,Least Concern,False,,False
ACAD,0181,Approved,Not Confirmed,Native,Unknown,Migratory,Least Concern,False,,False
ACAD,0182,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0183,Approved,Not Confirmed,Native,Unknown,Migratory,Least Concern,False,,False
ACAD,0185,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
ACAD,0186,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0187,Approved,Present,Native,Common,Resident,Least Concern,False,,False
ACAD,0188,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0189,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
ACAD,0190,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
ACAD,0192,Approved,Present,Native,Abundant,Migratory,Least Concern,False,,False
ACAD,0248,Approved,Not Confirmed,Native,Unknown,Migratory,Least Concern,False,,False
ACAD,0474,Approved,Present,Native,Rare,Unknown,Least Concern,False,,False
ACAD,0596,Approved,Present,Native,Abundant,Migratory,Least Concern,False,,False
ACAD,0597,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0600,Approved,Not Present (Historical Report),Native,Unknown,Migratory,Least Concern,False,,False
ACAD,0684,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0686,Approved,Not Confirmed,Native,Unknown,Migratory,Endangered,True,,False
ACAD,0689,Approved,Present,Native,Rare,Migratory,Species of Concern,True,,False
ACAD,0787,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0788,Approved,Not Confirmed,Native,Unknown,Migratory,Least Concern,False,,False
ACAD,0789,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0942,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,1072,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
ACAD,1074,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
ACAD,1075,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
ACAD,0233,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1002,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1004,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1005,Approved,Not Present (False Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0315,Approved,Not Confirmed,Not Native,Unknown,Unknown,Least Concern,False,,False
ACAD,0403,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
ACAD,1166,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0258,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0303,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0304,Approved,Present,Native,Rare,Breeder,Species of Concern,True,,False
ACAD,0444,Approved,Present,Native,Common,Unknown,Species of Concern,True,Falconidae,True
ACAD,0453,Approved,Present,Not Native,Uncommon,Breeder,Species of Concern,True,Falconidae,True
ACAD,0457,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,Falconidae,True
ACAD,0458,Approved,Present,Native,Common,Unknown,Least Concern,False,Falconidae,True
ACAD,0313,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0124,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0443,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
ACAD,0632,Approved,Not Confirmed,Not Native,Unknown,Unknown,Least Concern,False,,False
ACAD,0764,Approved,Not Present (Historical Report),Not Native,Unknown,Unknown,Least Concern,False,,False
ACAD,0790,Approved,Not Confirmed,Not Native,Unknown,Unknown,Least Concern,False,,False
ACAD,1096,In Review,Not Present (False Report),Unknown,Unknown,Unknown,Least Concern,False,,False
ACAD,0484,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
ACAD,0485,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0486,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD,0500,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0469,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0476,Approved,Present,Native,Occasional,Resident,Least Concern,False,,False
ACAD,0876,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0877,Approved,Present,Native,Common,Unknown,Least Concern,False,,False
ACAD,0911,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD,0913,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
ACAD,0914,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD,0427,Approved,Present,Native,Uncommon,Migratory,Least Concern,False,,False
ACAD,0122,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0123,Approved,Present,Native,Unknown,Resident,Least Concern,False,,False
ACAD,0175,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
ACAD,0842,Approved,Present,Native,Common,Resident,Least Concern,False,,False
ACAD,0214,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
ACAD,0751,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD,0749,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0753,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0754,Approved,Present,Native,Rare,Unknown,Least Concern,False,,False
ACAD,0792,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0835,Approved,Not Present (False Report),Not Native,Unknown,Unknown,Least Concern,False,,False
ACAD,0836,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
ACAD,0837,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD,0986,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0255,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
ACAD,0328,Approved,Present,Native,Common,Unknown,Least Concern,False,,False
ACAD,0331,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0342,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0765,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
ACAD,0040,Approved,Not Present (False Report),Unknown,Unknown,Unknown,Least Concern,False,,False
ACAD,0042,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0045,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0046,Approved,Not Confirmed,Not Native,Unknown,Unknown,Species of Concern,True,,False
ACAD,0174,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0283,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0544,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0637,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0638,Approved,Present,Native,Rare,Breeder,Species of Concern,True,,False
ACAD,0641,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0740,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0743,Approved,Not Present (Historical Report),Native,Unknown,Migratory,Least Concern,False,,False
ACAD,0822,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD,0824,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0829,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0874,Approved,Present,Native,Unknown,Migratory,Least Concern,False,,False
ACAD,0987,Approved,Present,Native,Common,Resident,Least Concern,False,,False
ACAD,0992,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0993,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0996,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
ACAD,1169,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,1170,Approved,Not Present (False Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1171,Approved,Not Present (Historical Report),Native,Unknown,Migratory,Least Concern,False,,False
ACAD,1176,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0216,Approved,Not Present (Historical Report),Native,Unknown,Resident,Least Concern,False,,False
ACAD,0217,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0219,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0223,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0226,Approved,Present,Not Native,Common,Unknown,Least Concern,False,,False
ACAD,0229,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0301,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False,,False
ACAD,0608,Approved,Present,Native,Abundant,Breeder,Species of Concern,True,,False
ACAD,0613,Approved,Present,Unknown,Unknown,Unknown,Least Concern,False,,False
ACAD,0820,Approved,Not Present (Historical Report),Native,Unknown,Resident,Least Concern,False,,False
ACAD,0521,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0768,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0879,Approved,Present,Native,Unknown,Unknown,Species of Concern,True,,False
ACAD,0929,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True,,False
ACAD,1000,Approved,Present,Native,Unknown,Unknown,Least Concern,False,,False
ACAD,1050,Approved,Present,Native,Abundant,Breeder,Species of Concern,True,,False
ACAD,0019,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0397,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False,,False
ACAD,0440,Approved,Present,Native,Common,Unknown,Least Concern,False,,False
ACAD,0441,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0530,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0532,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0537,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0659,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0910,Approved,Present,Native,Abundant,Unknown,Least Concern,False,,False
ACAD,1036,Approved,Present,Native,Rare,Unknown,Least Concern,False,,False
ACAD,1162,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0562,Approved,Not Confirmed,Native,Unknown,Resident,Least Concern,False,,False
ACAD,0563,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD,0402,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0653,Approved,Not Present (Historical Report),Not Native,Unknown,Unknown,Least Concern,False,,False
ACAD,1070,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0076,Approved,Present,Native,Common,Migratory,Least Concern,False,,False
ACAD,0702,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0115,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0855,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0863,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
ACAD,0366,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0367,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0368,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0370,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0374,Approved,Present,Unknown,Unknown,Unknown,Least Concern,False,,False
ACAD,0377,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0378,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0381,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0384,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0385,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0386,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0388,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False,,False
ACAD,0390,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0391,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0392,Approved,Present,Not Native,Rare,Vagrant,Least Concern,False,,False
ACAD,0393,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0489,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0511,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0528,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD,0656,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0707,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0708,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0709,Approved,Present,Native,Uncommon,Unknown,Least Concern,False,,False
ACAD,0729,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0882,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0943,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0944,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0945,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
ACAD,0957,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,1114,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1118,Approved,Present,Not Native,Unknown,Vagrant,Under Review,True,,False
ACAD,1124,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,1125,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1127,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
ACAD,1156,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,1157,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1158,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
ACAD,0738,Approved,Not Confirmed,Not Native,Unknown,Unknown,Least Concern,False,,False
ACAD,0866,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
ACAD,0918,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0922,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0965,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0966,Approved,Present,Native,Common,Unknown,Least Concern,False,,False
ACAD,1039,Approved,Not Confirmed,Not Native,Unknown,Unknown,Least Concern,False,,False
ACAD,0298,Approved,Present,Native,Rare,Resident,Least Concern,False,,False
ACAD,0299,Approved,Present,Native,Rare,Resident,Least Concern,False,,False
ACAD,1055,Approved,Not Present (Historical Report),Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1060,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1078,Approved,Not Present (Historical Report),Native,Unknown,Unknown,Least Concern,False,,False
ACAD,1084,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0236,Approved,Not Confirmed,Not Native,Unknown,Migratory,Under Review,True,,False
ACAD,0237,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0238,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0243,Approved,Present,Native,Rare,Migratory,Least Concern,False,,False
ACAD,0244,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0527,Approved,Present,Native,Uncommon,Breeder,Least Concern,False,,False
ACAD,0542,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0668,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0962,Approved,Present,Native,Uncommon,Unknown,Least Concern,False,,False
ACAD,1090,Approved,Present,Native,Abundant,Breeder,Least Concern,False,,False
ACAD,0320,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True,,False
ACAD,0325,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0412,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0415,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0418,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0422,Approved,Present,Native,Rare,Unknown,Species of Concern,True,,False
ACAD,0671,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0673,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0907,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD,0939,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0940,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1102,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1105,Approved,Present,Native,Common,Unknown,Least Concern,False,,False
ACAD,1106,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1136,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
ACAD,1138,Approved,Present,Native,Occasional,Unknown,Least Concern,False,,False
ACAD,1143,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,1146,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,1148,Approved,Present,Native,Rare,Unknown,Least Concern,False,,False
ACAD,1151,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0094,Approved,Present,Native,Occasional,Migratory,Least Concern,False,,False
ACAD,0095,Approved,Present,Native,Common,Unknown,Species of Concern,True,,False
ACAD,0127,Approved,Present,Native,Common,Breeder,Species of Concern,True,,False
ACAD,0147,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0172,Approved,Present,Native,Uncommon,Unknown,Least Concern,False,,False
ACAD,0404,Approved,Present,Not Native,Occasional,Vagrant,Least Concern,False,,False
ACAD,0406,Approved,Present,Not Native,Rare,Vagrant,Least Concern,False,,False
ACAD,0407,Approved,Present,Not Native,Occasional,Vagrant,Least Concern,False,,False
ACAD,0540,Approved,Present,Native,Rare,Breeder,Least Concern,False,,False
ACAD,0693,Approved,Present,Not Native,Occasional,Vagrant,Least Concern,False,,False
ACAD,0694,Approved,Present,Native,Occasional,Unknown,Species of Concern,True,,False
ACAD,0693,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0761,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Species of Concern,True,,False
ACAD,0762,Approved,Not Present (False Report),Not Native,Unknown,Vagrant,In Recovery,True,,False
ACAD,0845,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0307,Approved,Present,Native,Common,Breeder,Least Concern,False,,False
ACAD,0400,Approved,Present,Native,Common,Unknown,Species of Concern,True,,False
ACAD,0623,Approved,Present,Not Native,Unknown,Vagrant,Least Concern,False,,False
ACAD,0624,Approved,Not Confirmed,Not Native,Unknown,Vagrant,Least Concern,False,,False
