,species_id,park_code,park_name,order,family,scientific_name,common_names,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected
106922,VOYA-1168,VOYA,Voyageurs,Passeriformes,Corvidae,Corvus corax,Common Raven,Approved,Present,Native,Common,Breeder,Least Concern,False
106923,VOYA-1169,VOYA,Voyageurs,Passeriformes,Corvidae,Cyanocitta cristata,Blue Jay,Approved,Present,Native,Common,Resident,Least Concern,False
106924,VOYA-1170,VOYA,Voyageurs,Passeriformes,Corvidae,Perisoreus canadensis,Gray Jay,Approved,Present,Native,Common,Resident,Least Concern,False
106925,VOYA-1171,VOYA,Voyageurs,Passeriformes,Corvidae,Pica hudsonia,Black-Billed Magpie,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106926,VOYA-1172,VOYA,Voyageurs,Passeriformes,Emberizidae,Ammodramus leconteii,Le Conte's Sparrow,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106927,VOYA-1173,VOYA,Voyageurs,Passeriformes,Emberizidae,Junco hyemalis,"Dark-Eyed Junco, Northern Junco, Slate-Colored Junco",Approved,Present,Native,Common,Migratory,Least Concern,False
106928,VOYA-1174,VOYA,Voyageurs,Passeriformes,Emberizidae,Melospiza georgiana,Swamp Sparrow,Approved,Present,Native,Common,Resident,Least Concern,False
106929,VOYA-1175,VOYA,Voyageurs,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Present,Native,Uncommon,Resident,Species of Concern,True
106930,VOYA-1176,VOYA,Voyageurs,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow,Approved,Present,Native,Common,Breeder,Least Concern,False
106931,VOYA-1177,VOYA,Voyageurs,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,Approved,Present,Native,Common,Resident,Least Concern,False
106932,VOYA-1178,VOYA,Voyageurs,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106933,VOYA-1179,VOYA,Voyageurs,Passeriformes,Emberizidae,Pipilo erythrophthalmus,"Eastern Towhee, Rufous-Sided Towhee",Approved,Present,Native,Rare,Migratory,Least Concern,False
106934,VOYA-1180,VOYA,Voyageurs,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106935,VOYA-1181,VOYA,Voyageurs,Passeriformes,Emberizidae,Spizella arborea,American Tree Sparrow,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106937,VOYA-1183,VOYA,Voyageurs,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow,Approved,Present,Native,Common,Breeder,Least Concern,False
106939,VOYA-1185,VOYA,Voyageurs,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-Crowned Sparrow,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106940,VOYA-1186,VOYA,Voyageurs,Passeriformes,Emberizidae,Zonotrichia querula,"Harris' Sparrow, Harris's Sparrow",Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106941,VOYA-1187,VOYA,Voyageurs,Passeriformes,Fringillidae,Carduelis flammea,Common Redpoll,Approved,Present,Native,Common,Resident,Least Concern,False
106942,VOYA-1188,VOYA,Voyageurs,Passeriformes,Fringillidae,Carduelis hornemanni,Hoary Redpoll,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106943,VOYA-1189,VOYA,Voyageurs,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106944,VOYA-1190,VOYA,Voyageurs,Passeriformes,Fringillidae,Carduelis tristis,American Goldfinch,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106945,VOYA-1191,VOYA,Voyageurs,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch,Approved,Present,Native,Common,Resident,Least Concern,False
106946,VOYA-1192,VOYA,Voyageurs,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,Approved,Present,Native,Common,Resident,Least Concern,False
106948,VOYA-1194,VOYA,Voyageurs,Passeriformes,Fringillidae,Loxia leucoptera,White-Winged Crossbill,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106949,VOYA-1195,VOYA,Voyageurs,Passeriformes,Fringillidae,Pinicola enucleator,Pine Grosbeak,Approved,Present,Native,Common,Resident,Least Concern,False
106952,VOYA-1198,VOYA,Voyageurs,Passeriformes,Hirundinidae,Progne subis,Purple Martin,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
106953,VOYA-1199,VOYA,Voyageurs,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Rare,Resident,Species of Concern,True
106954,VOYA-1200,VOYA,Voyageurs,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,Approved,Present,Native,Rare,Resident,Least Concern,False
106956,VOYA-1202,VOYA,Voyageurs,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,Approved,Present,Native,Common,Breeder,Least Concern,False
106960,VOYA-1206,VOYA,Voyageurs,Passeriformes,Icteridae,Icterus galbula,"Baltimore Oriole, Northern Oriole",Approved,Present,Native,Common,Breeder,Least Concern,False
106961,VOYA-1207,VOYA,Voyageurs,Passeriformes,Icteridae,Molothrus ater,Brown-Headed Cowbird,Approved,Present,Native,Common,Resident,Least Concern,False
106962,VOYA-1208,VOYA,Voyageurs,Passeriformes,Icteridae,Quiscalus quiscula,Common Grackle,Approved,Present,Native,Common,Breeder,Least Concern,False
106966,VOYA-1212,VOYA,Voyageurs,Passeriformes,Laniidae,Lanius excubitor,Northern Shrike,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106967,VOYA-1213,VOYA,Voyageurs,Passeriformes,Mimidae,Dumetella carolinensis,Gray Catbird,Approved,Present,Native,Common,Breeder,Least Concern,False
106968,VOYA-1214,VOYA,Voyageurs,Passeriformes,Mimidae,Mimus polyglottos,Northern Mockingbird,Approved,Present,Native,Rare,Migratory,Least Concern,False
106969,VOYA-1215,VOYA,Voyageurs,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,Approved,Present,Native,Common,Breeder,Least Concern,False
106970,VOYA-1216,VOYA,Voyageurs,Passeriformes,Motacillidae,Anthus rubescens,"American Pipit, Water Pipit",Approved,Present,Native,Rare,Migratory,Least Concern,False
106975,VOYA-1221,VOYA,Voyageurs,Passeriformes,Parulidae,Dendroica caerulescens,Black-Throated Blue Warbler,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106977,VOYA-1223,VOYA,Voyageurs,Passeriformes,Parulidae,Dendroica coronata,"Myrtle Warbler, Yellow-Rumped Warbler",Approved,Present,Native,Common,Breeder,Least Concern,False
106980,VOYA-1226,VOYA,Voyageurs,Passeriformes,Parulidae,Dendroica palmarum,Palm Warbler,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106982,VOYA-1228,VOYA,Voyageurs,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler,Approved,Present,Native,Common,Breeder,Least Concern,False
106983,VOYA-1229,VOYA,Voyageurs,Passeriformes,Parulidae,Dendroica pinus,Pine Warbler,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106984,VOYA-1230,VOYA,Voyageurs,Passeriformes,Parulidae,Dendroica striata,Blackpoll Warbler,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106986,VOYA-1232,VOYA,Voyageurs,Passeriformes,Parulidae,Dendroica virens,Black-Throated Green Warbler,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106987,VOYA-1233,VOYA,Voyageurs,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,Approved,Present,Native,Common,Breeder,Least Concern,False
106988,VOYA-1234,VOYA,Voyageurs,Passeriformes,Parulidae,Mniotilta varia,Black-And-White Warbler,Approved,Present,Native,Common,Breeder,Least Concern,False
106991,VOYA-1237,VOYA,Voyageurs,Passeriformes,Parulidae,Parula americana,Northern Parula,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
106992,VOYA-1238,VOYA,Voyageurs,Passeriformes,Parulidae,Seiurus aurocapillus,Ovenbird,Approved,Present,Native,Common,Breeder,Least Concern,False
106993,VOYA-1239,VOYA,Voyageurs,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106994,VOYA-1240,VOYA,Voyageurs,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,Approved,Present,Native,Common,Resident,Least Concern,False
106995,VOYA-1241,VOYA,Voyageurs,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106998,VOYA-1244,VOYA,Voyageurs,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Present,Native,Common,Breeder,Species of Concern,True
107000,VOYA-1246,VOYA,Voyageurs,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Rare,Resident,Species of Concern,True
107001,VOYA-1247,VOYA,Voyageurs,Passeriformes,Passeridae,Passer domesticus,House Sparrow,Approved,Not Confirmed,Not Native,Unknown,Unknown,Least Concern,False
107002,VOYA-1248,VOYA,Voyageurs,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet,Approved,Present,Native,Common,Resident,Least Concern,False
107003,VOYA-1249,VOYA,Voyageurs,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet,Approved,Present,Native,Uncommon,Resident,Least Concern,False
107005,VOYA-1251,VOYA,Voyageurs,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
107006,VOYA-1252,VOYA,Voyageurs,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,Approved,Present,Not Native,Uncommon,Breeder,Least Concern,False
107007,VOYA-1253,VOYA,Voyageurs,Passeriformes,Troglodytidae,Cistothorus palustris,Marsh Wren,Approved,Present,Native,Rare,Resident,Least Concern,False
107008,VOYA-1254,VOYA,Voyageurs,Passeriformes,Troglodytidae,Cistothorus platensis,"Sedge Wren, Short-Billed Marsh Wren",Approved,Present,Native,Uncommon,Resident,Least Concern,False
107009,VOYA-1255,VOYA,Voyageurs,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren,Approved,Present,Native,Common,Breeder,Least Concern,False
107010,VOYA-1256,VOYA,Voyageurs,Passeriformes,Troglodytidae,Troglodytes troglodytes,Winter Wren,Approved,Present,Native,Common,Breeder,Least Concern,False
107011,VOYA-1257,VOYA,Voyageurs,Passeriformes,Turdidae,Catharus fuscescens,Veery,Approved,Present,Native,Common,Breeder,Least Concern,False
107012,VOYA-1258,VOYA,Voyageurs,Passeriformes,Turdidae,Catharus guttatus,Hermit Thrush,Approved,Present,Native,Common,Breeder,Least Concern,False
107013,VOYA-1259,VOYA,Voyageurs,Passeriformes,Turdidae,Catharus minimus,Gray-Cheeked Thrush,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
107014,VOYA-1260,VOYA,Voyageurs,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush,Approved,Present,Native,Common,Resident,Least Concern,False
107016,VOYA-1262,VOYA,Voyageurs,Passeriformes,Turdidae,Sialia sialis,Eastern Bluebird,Approved,Present,Native,Rare,Migratory,Least Concern,False
107017,VOYA-1263,VOYA,Voyageurs,Passeriformes,Turdidae,Turdus migratorius,American Robin,Approved,Present,Native,Common,Breeder,Least Concern,False
107018,VOYA-1264,VOYA,Voyageurs,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
107019,VOYA-1265,VOYA,Voyageurs,Passeriformes,Tyrannidae,Contopus virens,Eastern Wood-Pewee,Approved,Present,Native,Common,Breeder,Least Concern,False
107022,VOYA-1268,VOYA,Voyageurs,Passeriformes,Tyrannidae,Empidonax minimus,Least Flycatcher,Approved,Present,Native,Common,Breeder,Least Concern,False
107023,VOYA-1269,VOYA,Voyageurs,Passeriformes,Tyrannidae,Myiarchus crinitus,Great Crested Flycatcher,Approved,Present,Native,Common,Resident,Least Concern,False
107024,VOYA-1270,VOYA,Voyageurs,Passeriformes,Tyrannidae,Sayornis phoebe,Eastern Phoebe,Approved,Present,Native,Common,Breeder,Least Concern,False
107026,VOYA-1272,VOYA,Voyageurs,Passeriformes,Vireonidae,Vireo gilvus,Warbling Vireo,Approved,Present,Native,Common,Breeder,Least Concern,False
107029,VOYA-1275,VOYA,Voyageurs,Passeriformes,Vireonidae,Vireo solitarius,"Blue-Headed Vireo, Solitary Vireo",Approved,Present,Native,Uncommon,Resident,Least Concern,False
107030,VOYA-1276,VOYA,Voyageurs,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Common,Breeder,Species of Concern,True
107032,VOYA-1278,VOYA,Voyageurs,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Uncommon,Migratory,Species of Concern,True
107033,VOYA-1279,VOYA,Voyageurs,Piciformes,Picidae,Colaptes auratus,"Common Flicker, Northern Flicker, Yellow-Shafted Flicker",Approved,Present,Native,Common,Breeder,Least Concern,False
107034,VOYA-1280,VOYA,Voyageurs,Piciformes,Picidae,Dryocopus pileatus,Pileated Woodpecker,Approved,Present,Native,Common,Breeder,Species of Concern,True
107035,VOYA-1281,VOYA,Voyageurs,Piciformes,Picidae,Melanerpes erythrocephalus,Red-Headed Woodpecker,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
107036,VOYA-1282,VOYA,Voyageurs,Piciformes,Picidae,Picoides arcticus,Black-Backed Woodpecker,Approved,Present,Native,Uncommon,Resident,Under Review,True
107037,VOYA-1283,VOYA,Voyageurs,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Common,Breeder,Species of Concern,True
107038,VOYA-1284,VOYA,Voyageurs,Piciformes,Picidae,Picoides tridactylus,"Northern Three-Toed Woodpecker, Three-Toed Woodpecker",Approved,Present,Native,Rare,Migratory,Species of Concern,True
107039,VOYA-1285,VOYA,Voyageurs,Piciformes,Picidae,Picoides villosus,Hairy Woodpecker,Approved,Present,Native,Common,Breeder,Least Concern,False
107043,VOYA-1289,VOYA,Voyageurs,Podicipediformes,Podicipedidae,Podiceps grisegena,Red-Necked Grebe,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
107045,VOYA-1291,VOYA,Voyageurs,Strigiformes,Strigidae,Aegolius acadicus,Northern Saw-Whet Owl,Approved,Present,Native,Uncommon,Resident,Least Concern,False
107046,VOYA-1292,VOYA,Voyageurs,Strigiformes,Strigidae,Aegolius funereus,Boreal Owl,Approved,Present,Native,Rare,Resident,Least Concern,False
107047,VOYA-1293,VOYA,Voyageurs,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Uncommon,Resident,Species of Concern,True
107048,VOYA-1294,VOYA,Voyageurs,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Uncommon,Resident,Species of Concern,True
107049,VOYA-1295,VOYA,Voyageurs,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
107051,VOYA-1297,VOYA,Voyageurs,Strigiformes,Strigidae,Strix nebulosa,Great Gray Owl,Approved,Present,Native,Uncommon,Resident,Least Concern,False
107052,VOYA-1298,VOYA,Voyageurs,Strigiformes,Strigidae,Strix varia,Barred Owl,Approved,Present,Native,Common,Resident,Least Concern,False
107053,VOYA-1299,VOYA,Voyageurs,Strigiformes,Strigidae,Surnia ulula,Northern Hawk Owl,Approved,Present,Native,Rare,Migratory,Least Concern,False
107054,VOYA-1300,VOYA,Voyageurs,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Common,Resident,Species of Concern,True
108297,WICA-1090,WICA,Wind Cave,Accipitriformes,Accipitridae,Accipiter gentilis,"Goshawk, Northern Goshawk",Approved,Present,Native,Uncommon,Breeder,Least Concern,False
108298,WICA-1091,WICA,Wind Cave,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Rare,Resident,Species of Concern,True
108299,WICA-1092,WICA,Wind Cave,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
108300,WICA-1093,WICA,Wind Cave,Accipitriformes,Accipitridae,Buteo jamaicensis,Red-Tailed Hawk,Approved,Present,Native,Common,Breeder,Least Concern,False
108301,WICA-1094,WICA,Wind Cave,Accipitriformes,Accipitridae,Buteo lagopus,"Roughleg, Rough-Legged Buzzard, Rough-Legged Hawk",Approved,Present,Native,Common,Resident,Species of Concern,True
108304,WICA-1097,WICA,Wind Cave,Accipitriformes,Accipitridae,Circus cyaneus,Northern Harrier,Approved,Present,Native,Uncommon,Resident,Species of Concern,True
108306,WICA-1099,WICA,Wind Cave,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Common,Resident,In Recovery,True
108308,WICA-1101,WICA,Wind Cave,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Rare,Breeder,Species of Concern,True
108309,WICA-1102,WICA,Wind Cave,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Occasional,Migratory,Species of Concern,True
108311,WICA-1104,WICA,Wind Cave,Anseriformes,Anatidae,Anas acuta,Northern Pintail,Approved,Present,Native,Occasional,Migratory,Least Concern,False
108312,WICA-1105,WICA,Wind Cave,Anseriformes,Anatidae,Anas americana,American Wigeon,Approved,Present,Native,Occasional,Migratory,Least Concern,False
108313,WICA-1106,WICA,Wind Cave,Anseriformes,Anatidae,Anas clypeata,Northern Shoveler,Approved,Present,Native,Uncommon,Resident,Least Concern,False
108314,WICA-1107,WICA,Wind Cave,Anseriformes,Anatidae,Anas crecca,Green-Winged Teal,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
108315,WICA-1108,WICA,Wind Cave,Anseriformes,Anatidae,Anas cyanoptera,Cinnamon Teal,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
108317,WICA-1110,WICA,Wind Cave,Anseriformes,Anatidae,Anas platyrhynchos,"Mallard, Mallards",Approved,Present,Native,Common,Breeder,Least Concern,False
108319,WICA-1112,WICA,Wind Cave,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Occasional,Migratory,Species of Concern,True
108321,WICA-1114,WICA,Wind Cave,Anseriformes,Anatidae,Aythya collaris,Ring-Necked Duck,Approved,Present,Native,Occasional,Migratory,Least Concern,False
108323,WICA-1116,WICA,Wind Cave,Anseriformes,Anatidae,Branta canadensis,"Canada Geese, Canada Goose, Canadian Geese",Approved,Present,Native,Uncommon,Migratory,Least Concern,False
108324,WICA-1117,WICA,Wind Cave,Anseriformes,Anatidae,Bucephala albeola,Bufflehead,Approved,Present,Native,Occasional,Migratory,Least Concern,False
108325,WICA-1118,WICA,Wind Cave,Anseriformes,Anatidae,Bucephala clangula,Common Goldeneye,In Review,Present,Native,Uncommon,Unknown,Least Concern,False
108326,WICA-1119,WICA,Wind Cave,Anseriformes,Anatidae,Chen caerulescens,Snow Goose,Approved,Present,Native,Occasional,Migratory,Least Concern,False
108327,WICA-1120,WICA,Wind Cave,Anseriformes,Anatidae,Chen rossii,"Ross' Goose, Ross's Goose",Approved,Present,Native,Occasional,Migratory,Least Concern,False
108328,WICA-1121,WICA,Wind Cave,Anseriformes,Anatidae,Mergus merganser,Common Merganser,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
108329,WICA-1122,WICA,Wind Cave,Anseriformes,Anatidae,Oxyura jamaicensis,Ruddy Duck,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
108331,WICA-1124,WICA,Wind Cave,Apodiformes,Trochilidae,Archilochus colubris,Ruby-Throated Hummingbird,Approved,Present,Native,Occasional,Migratory,Least Concern,False
108335,WICA-1128,WICA,Wind Cave,Caprimulgiformes,Caprimulgidae,Chordeiles minor,Common Nighthawk,Approved,Present,Native,Common,Breeder,Least Concern,False
108336,WICA-1129,WICA,Wind Cave,Caprimulgiformes,Caprimulgidae,Phalaenoptilus nuttallii,Common Poorwill,Approved,Present,Native,Common,Breeder,Least Concern,False
108337,WICA-1130,WICA,Wind Cave,Charadriiformes,Charadriidae,Charadrius semipalmatus,Semipalmated Plover,Approved,Present,Native,Occasional,Migratory,Least Concern,False
108338,WICA-1131,WICA,Wind Cave,Charadriiformes,Charadriidae,Charadrius vociferus,Killdeer,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
108339,WICA-1132,WICA,Wind Cave,Charadriiformes,Laridae,Chlidonias niger,Black Tern,Approved,Present,Native,Occasional,Migratory,Species of Concern,True
