,species_id,park_code,park_name,order,family,scientific_name,common_names,record_status,occurrence,nativeness,abundance,seasonality,conservation_status,is_protected
105751,THRO-1162,THRO,Theodore Roosevelt,Passeriformes,Corvidae,Corvus brachyrhynchos,American Crow,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105752,THRO-1163,THRO,Theodore Roosevelt,Passeriformes,Corvidae,Corvus corax,Common Raven,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105753,THRO-1164,THRO,Theodore Roosevelt,Passeriformes,Corvidae,Cyanocitta cristata,Blue Jay,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105755,THRO-1166,THRO,Theodore Roosevelt,Passeriformes,Corvidae,Pica hudsonia,Black-Billed Magpie,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105757,THRO-1168,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Ammodramus savannarum,Grasshopper Sparrow,Approved,Present,Native,Unknown,Breeder,Species of Concern,True
105759,THRO-1170,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Chondestes grammacus,Lark Sparrow,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105760,THRO-1171,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Junco hyemalis,Dark-Eyed Junco,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105761,THRO-1172,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True
105762,THRO-1173,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Melospiza melodia,Song Sparrow,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105763,THRO-1174,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105764,THRO-1175,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Passerella iliaca,Fox Sparrow,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
105765,THRO-1176,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Pipilo erythrophthalmus,Eastern Towhee,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
105767,THRO-1178,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105768,THRO-1179,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Spizella arborea,American Tree Sparrow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105771,THRO-1182,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Spizella passerina,Chipping Sparrow,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105772,THRO-1183,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Spizella pusilla,Field Sparrow,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105774,THRO-1185,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Zonotrichia leucophrys,White-Crowned Sparrow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105775,THRO-1186,THRO,Theodore Roosevelt,Passeriformes,Emberizidae,Zonotrichia querula,Harris's Sparrow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105776,THRO-1187,THRO,Theodore Roosevelt,Passeriformes,Fringillidae,Carduelis flammea,Common Redpoll,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105777,THRO-1188,THRO,Theodore Roosevelt,Passeriformes,Fringillidae,Carduelis hornemanni,Hoary Redpoll,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105778,THRO-1189,THRO,Theodore Roosevelt,Passeriformes,Fringillidae,Carduelis pinus,Pine Siskin,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105779,THRO-1190,THRO,Theodore Roosevelt,Passeriformes,Fringillidae,Carduelis tristis,American Goldfinch,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105781,THRO-1192,THRO,Theodore Roosevelt,Passeriformes,Fringillidae,Carpodacus purpureus,Purple Finch,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105782,THRO-1193,THRO,Theodore Roosevelt,Passeriformes,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105783,THRO-1194,THRO,Theodore Roosevelt,Passeriformes,Fringillidae,Haemorhous mexicanus,New Name,In Review,Present,Not Native,Uncommon,Unknown,Least Concern,False
105784,THRO-1195,THRO,Theodore Roosevelt,Passeriformes,Fringillidae,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105786,THRO-1197,THRO,Theodore Roosevelt,Passeriformes,Fringillidae,Pinicola enucleator,Pine Grosbeak,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105788,THRO-1199,THRO,Theodore Roosevelt,Passeriformes,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105789,THRO-1200,THRO,Theodore Roosevelt,Passeriformes,Hirundinidae,Riparia riparia,Bank Swallow,Approved,Present,Native,Unknown,Breeder,Species of Concern,True
105790,THRO-1201,THRO,Theodore Roosevelt,Passeriformes,Hirundinidae,Stelgidopteryx serripennis,Northern Rough-Winged Swallow,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105793,THRO-1204,THRO,Theodore Roosevelt,Passeriformes,Icteridae,Agelaius phoeniceus,Red-Winged Blackbird,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105797,THRO-1208,THRO,Theodore Roosevelt,Passeriformes,Icteridae,Icterus bullockii,Bullock's Oriole,In Review,Present,Native,Uncommon,Unknown,Least Concern,False
105798,THRO-1209,THRO,Theodore Roosevelt,Passeriformes,Icteridae,Icterus galbula,Baltimore Oriole,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
105800,THRO-1211,THRO,Theodore Roosevelt,Passeriformes,Icteridae,Molothrus ater,Brown-Headed Cowbird,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105801,THRO-1212,THRO,Theodore Roosevelt,Passeriformes,Icteridae,Quiscalus quiscula,Common Grackle,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105804,THRO-1215,THRO,Theodore Roosevelt,Passeriformes,Laniidae,Lanius excubitor,Northern Shrike,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105805,THRO-1216,THRO,Theodore Roosevelt,Passeriformes,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Approved,Present,Native,Unknown,Breeder,Species of Concern,True
105806,THRO-1217,THRO,Theodore Roosevelt,Passeriformes,Mimidae,Dumetella carolinensis,Gray Catbird,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105808,THRO-1219,THRO,Theodore Roosevelt,Passeriformes,Mimidae,Toxostoma rufum,Brown Thrasher,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105811,THRO-1222,THRO,Theodore Roosevelt,Passeriformes,Paridae,Poecile atricapillus,Black-Capped Chickadee,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105812,THRO-1223,THRO,Theodore Roosevelt,Passeriformes,Parulidae,Dendroica caerulescens,Black-Throated Blue Warbler,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
105814,THRO-1225,THRO,Theodore Roosevelt,Passeriformes,Parulidae,Dendroica coronata,Yellow-Rumped Warbler,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105815,THRO-1226,THRO,Theodore Roosevelt,Passeriformes,Parulidae,Dendroica palmarum,Palm Warbler,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
105816,THRO-1227,THRO,Theodore Roosevelt,Passeriformes,Parulidae,Dendroica petechia,Yellow Warbler,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105817,THRO-1228,THRO,Theodore Roosevelt,Passeriformes,Parulidae,Dendroica striata,Blackpoll Warbler,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
105818,THRO-1229,THRO,Theodore Roosevelt,Passeriformes,Parulidae,Geothlypis trichas,Common Yellowthroat,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105819,THRO-1230,THRO,Theodore Roosevelt,Passeriformes,Parulidae,Icteria virens,Yellow-Breasted Chat,Approved,Present,Native,Unknown,Breeder,Species of Concern,True
105820,THRO-1231,THRO,Theodore Roosevelt,Passeriformes,Parulidae,Mniotilta varia,Black-And-White Warbler,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105823,THRO-1234,THRO,Theodore Roosevelt,Passeriformes,Parulidae,Seiurus noveboracensis,Northern Waterthrush,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105824,THRO-1235,THRO,Theodore Roosevelt,Passeriformes,Parulidae,Setophaga ruticilla,American Redstart,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105825,THRO-1236,THRO,Theodore Roosevelt,Passeriformes,Parulidae,Vermivora celata,Orange-Crowned Warbler,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105827,THRO-1238,THRO,Theodore Roosevelt,Passeriformes,Parulidae,Vermivora ruficapilla,Nashville Warbler,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True
105829,THRO-1240,THRO,Theodore Roosevelt,Passeriformes,Parulidae,Wilsonia pusilla,Wilson's Warbler,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
105830,THRO-1241,THRO,Theodore Roosevelt,Passeriformes,Passeridae,Passer domesticus,House Sparrow,Approved,Present,Not Native,Unknown,Breeder,Least Concern,False
105831,THRO-1242,THRO,Theodore Roosevelt,Passeriformes,Regulidae,Regulus calendula,Ruby-Crowned Kinglet,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105832,THRO-1243,THRO,Theodore Roosevelt,Passeriformes,Regulidae,Regulus satrapa,Golden-Crowned Kinglet,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
105834,THRO-1245,THRO,Theodore Roosevelt,Passeriformes,Sittidae,Sitta carolinensis,White-Breasted Nuthatch,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105835,THRO-1246,THRO,Theodore Roosevelt,Passeriformes,Sturnidae,Sturnus vulgaris,European Starling,Approved,Present,Not Native,Unknown,Breeder,Least Concern,False
105837,THRO-1248,THRO,Theodore Roosevelt,Passeriformes,Troglodytidae,Troglodytes aedon,House Wren,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105838,THRO-1249,THRO,Theodore Roosevelt,Passeriformes,Turdidae,Catharus fuscescens,Veery,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105839,THRO-1250,THRO,Theodore Roosevelt,Passeriformes,Turdidae,Catharus minimus,Gray-Cheeked Thrush,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
105840,THRO-1251,THRO,Theodore Roosevelt,Passeriformes,Turdidae,Catharus ustulatus,Swainson's Thrush,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105841,THRO-1252,THRO,Theodore Roosevelt,Passeriformes,Turdidae,Myadestes townsendi,Townsend's Solitaire,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105843,THRO-1254,THRO,Theodore Roosevelt,Passeriformes,Turdidae,Sialia sialis,Eastern Bluebird,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105844,THRO-1255,THRO,Theodore Roosevelt,Passeriformes,Turdidae,Turdus migratorius,American Robin,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105845,THRO-1256,THRO,Theodore Roosevelt,Passeriformes,Tyrannidae,Contopus cooperi,Olive-Sided Flycatcher,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True
105846,THRO-1257,THRO,Theodore Roosevelt,Passeriformes,Tyrannidae,Contopus sordidulus,Western Wood-Pewee,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105847,THRO-1258,THRO,Theodore Roosevelt,Passeriformes,Tyrannidae,Empidonax minimus,Least Flycatcher,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105848,THRO-1259,THRO,Theodore Roosevelt,Passeriformes,Tyrannidae,Empidonax traillii,Willow Flycatcher,Approved,Not Confirmed,Native,Unknown,Unknown,Species of Concern,True
105849,THRO-1260,THRO,Theodore Roosevelt,Passeriformes,Tyrannidae,Myiarchus crinitus,Great Crested Flycatcher,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
105850,THRO-1261,THRO,Theodore Roosevelt,Passeriformes,Tyrannidae,Sayornis saya,Say's Pheobe,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105853,THRO-1264,THRO,Theodore Roosevelt,Passeriformes,Tyrannidae,Tyrannus verticalis,Western Kingbird,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105855,THRO-1266,THRO,Theodore Roosevelt,Passeriformes,Vireonidae,Vireo gilvus,Warbling Vireo,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105858,THRO-1269,THRO,Theodore Roosevelt,Passeriformes,Vireonidae,Vireo plumbeus,Plumbeous Vireo,In Review,Present,Native,Uncommon,Unknown,Least Concern,False
105859,THRO-1270,THRO,Theodore Roosevelt,Passeriformes,Vireonidae,Vireo solitarius,Blue-Headed Vireo,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
105860,THRO-1271,THRO,Theodore Roosevelt,Pelecaniformes,Ardeidae,Ardea herodias,Great Blue Heron,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
105861,THRO-1272,THRO,Theodore Roosevelt,Pelecaniformes,Ardeidae,Nycticorax nycticorax,Black-Crowned Night-Heron,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
105862,THRO-1273,THRO,Theodore Roosevelt,Pelecaniformes,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
105863,THRO-1274,THRO,Theodore Roosevelt,Piciformes,Picidae,Colaptes auratus,Northern Flicker,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105864,THRO-1275,THRO,Theodore Roosevelt,Piciformes,Picidae,Melanerpes erythrocephalus,Red-Headed Woodpecker,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105865,THRO-1276,THRO,Theodore Roosevelt,Piciformes,Picidae,Picoides pubescens,Downy Woodpecker,Approved,Present,Native,Unknown,Breeder,Species of Concern,True
105866,THRO-1277,THRO,Theodore Roosevelt,Piciformes,Picidae,Picoides villosus,Hairy Woodpecker,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105868,THRO-1279,THRO,Theodore Roosevelt,Strigiformes,Strigidae,Aegolius acadicus,Northern Saw-Whet Owl,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105869,THRO-1280,THRO,Theodore Roosevelt,Strigiformes,Strigidae,Asio flammeus,Short-Eared Owl,Approved,Present,Native,Unknown,Breeder,Species of Concern,True
105870,THRO-1281,THRO,Theodore Roosevelt,Strigiformes,Strigidae,Asio otus,Long-Eared Owl,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
105871,THRO-1282,THRO,Theodore Roosevelt,Strigiformes,Strigidae,Athene cunicularia,Burrowing Owl,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105873,THRO-1284,THRO,Theodore Roosevelt,Strigiformes,Strigidae,Bubo virginianus,Great Horned Owl,Approved,Present,Native,Unknown,Breeder,Least Concern,False
105874,THRO-1285,THRO,Theodore Roosevelt,Strigiformes,Strigidae,Megascops asio,Eastern Screech-Owl,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
105875,THRO-1286,THRO,Theodore Roosevelt,Strigiformes,Strigidae,Megascops kennicottii,Western Screech-Owl,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105876,THRO-1287,THRO,Theodore Roosevelt,Strigiformes,Strigidae,Strix varia,Barred Owl,Approved,Present,Native,Unknown,Unknown,Least Concern,False
105877,THRO-1288,THRO,Theodore Roosevelt,Suliformes,Phalacrocoracidae,Phalacrocorax auritus,Double-Crested Cormorant,Approved,Present,Native,Unknown,Unknown,Species of Concern,True
106818,VOYA-1064,VOYA,Voyageurs,Accipitriformes,Accipitridae,Accipiter gentilis,Northern Goshawk,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106819,VOYA-1065,VOYA,Voyageurs,Accipitriformes,Accipitridae,Accipiter striatus,Sharp-Shinned Hawk,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
106820,VOYA-1066,VOYA,Voyageurs,Accipitriformes,Accipitridae,Aquila chrysaetos,Golden Eagle,Approved,Present,Native,Rare,Migratory,Species of Concern,True
106821,VOYA-1067,VOYA,Voyageurs,Accipitriformes,Accipitridae,Buteo jamaicensis,Red-Tailed Hawk,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
106822,VOYA-1068,VOYA,Voyageurs,Accipitriformes,Accipitridae,Buteo lagopus,Rough-Legged Hawk,Approved,Present,Native,Uncommon,Migratory,Species of Concern,True
106823,VOYA-1069,VOYA,Voyageurs,Accipitriformes,Accipitridae,Buteo platypterus,Broad-Winged Hawk,Approved,Present,Native,Common,Breeder,Least Concern,False
106824,VOYA-1070,VOYA,Voyageurs,Accipitriformes,Accipitridae,Circus cyaneus,"Marsh Hawk, Northern Harrier",Approved,Present,Native,Uncommon,Resident,Species of Concern,True
106825,VOYA-1071,VOYA,Voyageurs,Accipitriformes,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,Approved,Present,Native,Common,Breeder,In Recovery,True
106826,VOYA-1072,VOYA,Voyageurs,Accipitriformes,Cathartidae,Cathartes aura,Turkey Vulture,Approved,Present,Native,Common,Resident,Species of Concern,True
106827,VOYA-1073,VOYA,Voyageurs,Accipitriformes,Pandionidae,Pandion haliaetus,Osprey,Approved,Present,Native,Common,Breeder,Species of Concern,True
106829,VOYA-1075,VOYA,Voyageurs,Anseriformes,Anatidae,Anas acuta,Northern Pintail,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106830,VOYA-1076,VOYA,Voyageurs,Anseriformes,Anatidae,Anas americana,American Wigeon,Approved,Present,Native,Common,Breeder,Least Concern,False
106831,VOYA-1077,VOYA,Voyageurs,Anseriformes,Anatidae,Anas clypeata,Northern Shoveler,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106832,VOYA-1078,VOYA,Voyageurs,Anseriformes,Anatidae,Anas crecca,Green-Winged Teal,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106834,VOYA-1080,VOYA,Voyageurs,Anseriformes,Anatidae,Anas platyrhynchos,Mallard,Approved,Present,Native,Common,Breeder,Least Concern,False
106835,VOYA-1081,VOYA,Voyageurs,Anseriformes,Anatidae,Anas rubripes,American Black Duck,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106837,VOYA-1083,VOYA,Voyageurs,Anseriformes,Anatidae,Aythya affinis,Lesser Scaup,Approved,Present,Native,Common,Migratory,Species of Concern,True
106838,VOYA-1084,VOYA,Voyageurs,Anseriformes,Anatidae,Aythya collaris,Ring-Necked Duck,Approved,Present,Native,Common,Breeder,Least Concern,False
106839,VOYA-1085,VOYA,Voyageurs,Anseriformes,Anatidae,Aythya marila,Greater Scaup,Approved,Present,Native,Common,Migratory,Least Concern,False
106841,VOYA-1087,VOYA,Voyageurs,Anseriformes,Anatidae,Branta canadensis,Canada Goose,Approved,Present,Native,Common,Migratory,Least Concern,False
106842,VOYA-1088,VOYA,Voyageurs,Anseriformes,Anatidae,Bucephala albeola,Bufflehead,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106843,VOYA-1089,VOYA,Voyageurs,Anseriformes,Anatidae,Bucephala clangula,Common Goldeneye,Approved,Present,Native,Common,Breeder,Least Concern,False
106844,VOYA-1090,VOYA,Voyageurs,Anseriformes,Anatidae,Chen caerulescens,Snow Goose,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106845,VOYA-1091,VOYA,Voyageurs,Anseriformes,Anatidae,Clangula hyemalis,"Long-Tailed Duck, Oldsquaw",Approved,Present,Native,Rare,Migratory,Least Concern,False
106847,VOYA-1093,VOYA,Voyageurs,Anseriformes,Anatidae,Cygnus columbianus,"Tundra Swan, Whistling Swan",Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106849,VOYA-1095,VOYA,Voyageurs,Anseriformes,Anatidae,Melanitta fusca,White-Winged Scoter,Approved,Present,Native,Rare,Migratory,Least Concern,False
106851,VOYA-1097,VOYA,Voyageurs,Anseriformes,Anatidae,Mergus merganser,Common Merganser,Approved,Present,Native,Common,Breeder,Least Concern,False
106852,VOYA-1098,VOYA,Voyageurs,Anseriformes,Anatidae,Mergus serrator,Red-Breasted Merganser,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106853,VOYA-1099,VOYA,Voyageurs,Anseriformes,Anatidae,Oxyura jamaicensis,Ruddy Duck,Approved,Present,Native,Rare,Migratory,Least Concern,False
106855,VOYA-1101,VOYA,Voyageurs,Apodiformes,Trochilidae,Archilochus colubris,Ruby-Throated Hummingbird,Approved,Present,Native,Common,Breeder,Least Concern,False
106857,VOYA-1103,VOYA,Voyageurs,Caprimulgiformes,Caprimulgidae,Caprimulgus vociferus,Whip-Poor-Will,Approved,Present,Native,Rare,Resident,Least Concern,False
106858,VOYA-1104,VOYA,Voyageurs,Caprimulgiformes,Caprimulgidae,Chordeiles minor,Common Nighthawk,Approved,Present,Native,Common,Breeder,Least Concern,False
106859,VOYA-1105,VOYA,Voyageurs,Charadriiformes,Charadriidae,Charadrius melodus,Piping Plover,Approved,Present,Native,Rare,Migratory,Endangered,True
106860,VOYA-1106,VOYA,Voyageurs,Charadriiformes,Charadriidae,Charadrius semipalmatus,Semipalmated Plover,Approved,Present,Native,Rare,Migratory,Least Concern,False
106861,VOYA-1107,VOYA,Voyageurs,Charadriiformes,Charadriidae,Charadrius vociferus,Killdeer,Approved,Present,Native,Common,Breeder,Least Concern,False
106862,VOYA-1108,VOYA,Voyageurs,Charadriiformes,Charadriidae,Pluvialis dominica,"American Golden Plover, Lesser Golden Plover",Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106863,VOYA-1109,VOYA,Voyageurs,Charadriiformes,Laridae,Chlidonias niger,Black Tern,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
106864,VOYA-1110,VOYA,Voyageurs,Charadriiformes,Laridae,Larus argentatus,Herring Gull,Approved,Present,Native,Common,Breeder,Least Concern,False
106869,VOYA-1115,VOYA,Voyageurs,Charadriiformes,Laridae,Sterna hirundo,Common Tern,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
106871,VOYA-1117,VOYA,Voyageurs,Charadriiformes,Scolopacidae,Arenaria interpres,Ruddy Turnstone,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106872,VOYA-1118,VOYA,Voyageurs,Charadriiformes,Scolopacidae,Bartramia longicauda,"Upland Plover, Upland Sandpiper",Approved,Present,Native,Rare,Migratory,Species of Concern,True
106873,VOYA-1119,VOYA,Voyageurs,Charadriiformes,Scolopacidae,Calidris alba,Sanderling,Approved,Present,Native,Rare,Migratory,Least Concern,False
106874,VOYA-1120,VOYA,Voyageurs,Charadriiformes,Scolopacidae,Calidris alpina,Dunlin,Approved,Present,Native,Rare,Migratory,Least Concern,False
106881,VOYA-1127,VOYA,Voyageurs,Charadriiformes,Scolopacidae,Catoptrophorus semipalmatus,Willet,Approved,Present,Native,Rare,Migratory,Least Concern,False
106882,VOYA-1128,VOYA,Voyageurs,Charadriiformes,Scolopacidae,Gallinago gallinago,Common Snipe,Approved,Present,Native,Common,Breeder,Least Concern,False
106883,VOYA-1129,VOYA,Voyageurs,Charadriiformes,Scolopacidae,Limnodromus griseus,Short-Billed Dowitcher,Approved,Not Confirmed,Native,Unknown,Unknown,Least Concern,False
106889,VOYA-1135,VOYA,Voyageurs,Charadriiformes,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106890,VOYA-1136,VOYA,Voyageurs,Charadriiformes,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106891,VOYA-1137,VOYA,Voyageurs,Charadriiformes,Scolopacidae,Tringa solitaria,Solitary Sandpiper,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106892,VOYA-1138,VOYA,Voyageurs,Columbiformes,Columbidae,Columba livia,"Feral Pigeon, Rock Dove",Approved,Present,Not Native,Rare,Migratory,Least Concern,False
106893,VOYA-1139,VOYA,Voyageurs,Columbiformes,Columbidae,Streptopelia decaocto,Eurasian Collared Dove,Approved,Present,Not Native,Rare,Unknown,Least Concern,False
106894,VOYA-1140,VOYA,Voyageurs,Columbiformes,Columbidae,Zenaida macroura,Mourning Dove,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106895,VOYA-1141,VOYA,Voyageurs,Coraciiformes,Alcedinidae,Ceryle alcyon,Belted Kingfisher,Approved,Present,Native,Common,Breeder,Least Concern,False
106896,VOYA-1142,VOYA,Voyageurs,Cuculiformes,Cuculidae,Coccyzus americanus,Yellow-Billed Cuckoo,Approved,Present,Native,Rare,Migratory,Least Concern,False
106898,VOYA-1144,VOYA,Voyageurs,Falconiformes,Falconidae,Falco columbarius,Merlin,Approved,Present,Native,Uncommon,Breeder,Species of Concern,True
106899,VOYA-1145,VOYA,Voyageurs,Falconiformes,Falconidae,Falco peregrinus,Peregrine Falcon,Approved,Present,Native,Rare,Migratory,Species of Concern,True
106900,VOYA-1146,VOYA,Voyageurs,Falconiformes,Falconidae,Falco rusticolus,Gyrfalcon,Approved,Present,Native,Rare,Migratory,Least Concern,False
106901,VOYA-1147,VOYA,Voyageurs,Falconiformes,Falconidae,Falco sparverius,"American Kestrel, Sparrow Hawk",Approved,Present,Native,Common,Breeder,Least Concern,False
106902,VOYA-1148,VOYA,Voyageurs,Galliformes,Phasianidae,Bonasa umbellus,Ruffed Grouse,Approved,Present,Native,Common,Breeder,Least Concern,False
106903,VOYA-1149,VOYA,Voyageurs,Galliformes,Phasianidae,Falcipennis canadensis,Spruce Grouse,Approved,Present,Native,Uncommon,Breeder,Least Concern,False
106905,VOYA-1151,VOYA,Voyageurs,Gaviiformes,Gaviidae,Gavia immer,Common Loon,Approved,Present,Native,Common,Breeder,Species of Concern,True
106906,VOYA-1152,VOYA,Voyageurs,Gaviiformes,Gaviidae,Gavia stellata,Red-Throated Loon,Approved,Present,Native,Rare,Migratory,Least Concern,False
106907,VOYA-1153,VOYA,Voyageurs,Gruiformes,Gruidae,Grus canadensis,Sandhill Crane,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106909,VOYA-1155,VOYA,Voyageurs,Gruiformes,Rallidae,Fulica americana,American Coot,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106910,VOYA-1156,VOYA,Voyageurs,Gruiformes,Rallidae,Porzana carolina,Sora,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106911,VOYA-1157,VOYA,Voyageurs,Gruiformes,Rallidae,Rallus limicola,Virginia Rail,Approved,Present,Native,Rare,Resident,Least Concern,False
106914,VOYA-1160,VOYA,Voyageurs,Passeriformes,Bombycillidae,Bombycilla garrulus,Bohemian Waxwing,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106915,VOYA-1161,VOYA,Voyageurs,Passeriformes,Calcariidae,Calcarius lapponicus,Lapland Longspur,Approved,Present,Native,Uncommon,Migratory,Least Concern,False
106916,VOYA-1162,VOYA,Voyageurs,Passeriformes,Calcariidae,Plectrophenax nivalis,Snow Bunting,Approved,Present,Native,Uncommon,Resident,Least Concern,False
106920,VOYA-1166,VOYA,Voyageurs,Passeriformes,Certhiidae,Certhia americana,Brown Creeper,Approved,Present,Native,Common,Breeder,Species of Concern,True
106921,VOYA-1167,VOYA,Voyageurs,Passeriformes,Corvidae,Corvus brachyrhynchos,"American Crow, Common Crow",Approved,Present,Native,Common,Breeder,Least Concern,False
